countyFIPS,County Name,State,cases,cases_per_thousand,population,pop_per_thousand,population_log,cases_per_pop
37117,Martin County,NC,486,0.486,22440,22.44,4.35102285258412,2.1658
17199,Williamson County,IL,1442,1.442,66597,66.597,4.82345466591518,2.1653
29167,Polk County,MO,696,0.696,32149,32.149,4.50716746866813,2.1649
29051,Cole County,MO,1660,1.66,76745,76.745,4.88505009042747,2.1630
40113,Osage County,OK,1015,1.015,46963,46.963,4.67175583189013,2.1613
1089,Madison County,AL,8056,8.056,372909,372.909,5.57160286500027,2.1603
24031,Montgomery County,MD,22679,22.679,1050688,1050.688,6.0214737721704,2.1585
51800,Suffolk City,VA,1984,1.984,92108,92.108,4.96429735229206,2.1540
47089,Jefferson County,TN,1171,1.171,54495,54.495,4.7363566569184,2.1488
51149,Prince George County,VA,824,0.824,38353,38.353,4.58379934044897,2.1485
9001,Fairfield County,CT,20264,20.264,943332,943.332,5.9746645669604,2.1481
51089,Henry County,VA,1081,1.081,50557,50.557,4.7037812954543,2.1382
37005,Alleghany County,NC,238,0.238,11137,11.137,4.04676821966084,2.1370
13241,Rabun County,GA,366,0.366,17137,17.137,4.23393479673068,2.1357
48247,Jim Hogg County,TX,111,0.111,5200,5.2,3.7160033436348,2.1346
19057,Des Moines County,IA,831,0.831,38967,38.967,4.59069697152023,2.1326
36105,Sullivan County,NY,1607,1.607,75432,75.432,4.87755562272919,2.1304
37083,Halifax County,NC,1065,1.065,50010,50.01,4.69905685454767,2.1296
19135,Monroe County,IA,164,0.164,7707,7.707,3.88688535898601,2.1279
45087,Union County,SC,581,0.581,27316,27.316,4.43641710404637,2.1270
47019,Carter County,TN,1199,1.199,56391,56.391,4.75120979614237,2.1262
47029,Cocke County,TN,765,0.765,36004,36.004,4.55635075302909,2.1248
17005,Bond County,IL,349,0.349,16426,16.426,4.2155318184913,2.1247
30111,Yellowstone County,MT,3424,3.424,161300,161.3,5.20763436738896,2.1228
47005,Benton County,TN,343,0.343,16160,16.16,4.20844135643857,2.1225
20069,Gray County,KS,127,0.127,5988,5.988,3.77728179167101,2.1209
46109,Roberts County,SD,220,0.22,10394,10.394,4.01678271248684,2.1166
48161,Freestone County,TX,417,0.417,19717,19.717,4.29484083643889,2.1149
40013,Bryan County,OK,1015,1.015,47995,47.995,4.68119599601069,2.1148
37137,Pamlico County,NC,269,0.269,12726,12.726,4.10469191890021,2.1138
46125,Turner County,SD,177,0.177,8384,8.384,3.92345126963965,2.1112
46023,Charles Mix County,SD,196,0.196,9292,9.292,3.9681092011282,2.1093
19089,Howard County,IA,193,0.193,9158,9.158,3.96180063919168,2.1074
40131,Rogers County,OK,1948,1.948,92459,92.459,4.96594919197,2.1069
13091,Dodge County,GA,434,0.434,20605,20.605,4.31397261886061,2.1063
6021,Glenn County,CA,598,0.598,28393,28.393,4.45321128243822,2.1062
55133,Waukesha County,WI,8512,8.512,404198,404.198,5.6065941602651,2.1059
21111,Jefferson County,KY,16143,16.143,766757,766.757,5.8846577495029,2.1054
47015,Cannon County,TN,309,0.309,14678,14.678,4.16666688336361,2.1052
13213,Murray County,GA,844,0.844,40096,40.096,4.60310104931406,2.1049
17051,Fayette County,IL,449,0.449,21336,21.336,4.32911300268182,2.1044
21141,Logan County,KY,570,0.57,27102,27.102,4.43300134094504,2.1032
17011,Bureau County,IL,685,0.685,32628,32.628,4.51359045363512,2.0994
37075,Graham County,NC,177,0.177,8441,8.441,3.92639390026968,2.0969
39049,Franklin County,OH,27600,27.6,1316756,1316.756,6.11950530596322,2.0961
29131,Miller County,MO,537,0.537,25619,25.619,4.40856217369291,2.0961
37013,Beaufort County,NC,985,0.985,46994,46.994,4.67204241254782,2.0960
28131,Stone County,MS,384,0.384,18336,18.336,4.2633046002873,2.0942
27081,Lincoln County,MN,118,0.118,5639,5.639,3.75120209458835,2.0926
27173,Yellow Medicine County,MN,203,0.203,9709,9.709,3.98717450108754,2.0908
37011,Avery County,NC,367,0.367,17557,17.557,4.24445030913543,2.0903
29135,Moniteau County,MO,337,0.337,16132,16.132,4.20768821333558,2.0890
48021,Bastrop County,TX,1853,1.853,88723,88.723,4.94803621823373,2.0885
16011,Bingham County,ID,977,0.977,46811,46.811,4.67034791884253,2.0871
38099,Walsh County,ND,222,0.222,10641,10.641,4.02698244319161,2.0863
6069,San Benito County,CA,1310,1.31,62808,62.808,4.79801496435149,2.0857
27153,Todd County,MN,514,0.514,24664,24.664,4.39206351171845,2.0840
55131,Washington County,WI,2833,2.833,136034,136.034,5.13364746842125,2.0826
37027,Caldwell County,NC,1710,1.71,82178,82.178,4.91475556744991,2.0808
29229,Wright County,MO,380,0.38,18289,18.289,4.26218995991301,2.0778
17197,Will County,IL,14331,14.331,690743,690.743,5.83931649246401,2.0747
48101,Cottle County,TX,29,0.029,1398,1.398,3.14550717140966,2.0744
5095,Monroe County,AR,139,0.139,6701,6.701,3.82613961793591,2.0743
18027,Daviess County,IN,691,0.691,33351,33.351,4.52310886038063,2.0719
51077,Grayson County,VA,322,0.322,15550,15.55,4.19173039336286,2.0707
48143,Erath County,TX,884,0.884,42698,42.698,4.63040753288671,2.0704
47093,Knox County,TN,9737,9.737,470313,470.313,5.67238698331813,2.0703
16051,Jefferson County,ID,618,0.618,29871,29.871,4.47524976184793,2.0689
5009,Boone County,AR,774,0.774,37432,37.432,4.57324303218412,2.0677
6083,Santa Barbara County,CA,9223,9.223,446499,446.499,5.64982049055946,2.0656
36061,New York County,NY,33626,33.626,1628706,1628.706,6.21184269627839,2.0646
19085,Harrison County,IA,290,0.29,14049,14.049,4.14764541250174,2.0642
38057,Mercer County,ND,169,0.169,8187,8.187,3.91312479038956,2.0642
40051,Grady County,OK,1151,1.151,55834,55.834,4.746898742228,2.0615
46093,Meade County,SD,584,0.584,28332,28.332,4.45227723312635,2.0613
12069,Lake County,FL,7567,7.567,367118,367.118,5.56480567872635,2.0612
55077,Marquette County,WI,321,0.321,15574,15.574,4.19240017036013,2.0611
37179,Union County,NC,4943,4.943,239859,239.859,5.37995601872439,2.0608
31073,Gosper County,NE,41,0.041,1990,1.99,3.29885307640971,2.0603
5045,Faulkner County,AR,2596,2.596,126007,126.007,5.1003946719186,2.0602
31109,Lancaster County,NE,6573,6.573,319090,319.09,5.50391319399962,2.0599
35025,Lea County,NM,1464,1.464,71070,71.07,4.85168631544243,2.0599
13247,Rockdale County,GA,1872,1.872,90896,90.896,4.95854477193318,2.0595
12055,Highlands County,FL,2186,2.186,106221,106.221,5.02621038569579,2.0580
38031,Foster County,ND,66,0.066,3210,3.21,3.50650503240487,2.0561
16047,Gooding County,ID,312,0.312,15179,15.179,4.18124316096741,2.0555
27033,Cottonwood County,MN,230,0.23,11196,11.196,4.04906288979412,2.0543
17035,Cumberland County,IL,221,0.221,10766,10.766,4.03205437547967,2.0528
51121,Montgomery County,VA,2022,2.022,98535,98.535,4.99359052092344,2.0521
19017,Bremer County,IA,514,0.514,25062,25.062,4.39901572564876,2.0509
27023,Chippewa County,MN,242,0.242,11800,11.8,4.07188200730613,2.0508
29079,Grundy County,MO,202,0.202,9850,9.85,3.99343623049761,2.0508
48445,Terry County,TX,253,0.253,12337,12.337,4.09120956473413,2.0507
42101,Philadelphia County,PA,32483,32.483,1584064,1584.064,6.19977272415079,2.0506
45021,Cherokee County,SC,1175,1.175,57300,57.3,4.75815462196739,2.0506
19091,Humboldt County,IA,196,0.196,9558,9.558,3.98036702618478,2.0506
48331,Milam County,TX,509,0.509,24823,24.823,4.39485426728004,2.0505
46007,Bennett County,SD,69,0.069,3365,3.365,3.52698506856,2.0505
12061,Indian River County,FL,3279,3.279,159923,159.923,5.20391092812873,2.0504
27123,Ramsey County,MN,11278,11.278,550321,550.321,5.74061608560801,2.0493
12109,St. Johns County,FL,5423,5.423,264672,264.672,5.42270799914534,2.0490
19025,Calhoun County,IA,198,0.198,9668,9.668,3.98533664173561,2.0480
5055,Greene County,AR,928,0.928,45325,45.325,4.65633781276755,2.0474
31153,Sarpy County,NE,3832,3.832,187196,187.196,5.27229656450632,2.0471
21067,Fayette County,KY,6612,6.612,323152,323.152,5.50940684813205,2.0461
47021,Cheatham County,TN,832,0.832,40667,40.667,4.60924213573133,2.0459
18181,White County,IN,493,0.493,24102,24.102,4.38205308211532,2.0455
13191,McIntosh County,GA,294,0.294,14378,14.378,4.15769847927552,2.0448
42045,Delaware County,PA,11578,11.578,566747,566.747,5.75338922992446,2.0429
48307,McCulloch County,TX,163,0.163,7984,7.984,3.90222052827931,2.0416
37035,Catawba County,NC,3255,3.255,159551,159.551,5.20289953051712,2.0401
32031,Washoe County,NV,9617,9.617,471519,471.519,5.67349919745278,2.0396
47035,Cumberland County,TN,1234,1.234,60520,60.52,4.78189891935115,2.0390
27131,Rice County,MN,1364,1.364,66972,66.972,4.82589326856429,2.0367
26163,Wayne County,MI,35588,35.588,1749343,1749.343,6.24287497151554,2.0344
51760,Richmond City,VA,4683,4.683,230436,230.436,5.36255032796308,2.0322
19015,Boone County,IA,533,0.533,26234,26.234,4.41886451420773,2.0317
29105,Laclede County,MO,725,0.725,35723,35.723,4.55294792358539,2.0295
48157,Fort Bend County,TX,16472,16.472,811688,811.688,5.90938912540248,2.0294
51093,Isle of Wight County,VA,753,0.753,37109,37.109,4.5694792512948,2.0292
18053,Grant County,IN,1334,1.334,65769,65.769,4.81802123857837,2.0283
55065,Lafayette County,WI,338,0.338,16665,16.665,4.22180531799655,2.0282
38081,Sargent County,ND,79,0.079,3898,3.898,3.5908418347816,2.0267
24047,Worcester County,MD,1059,1.059,52276,52.276,4.7183023492913,2.0258
37151,Randolph County,NC,2908,2.908,143667,143.667,5.15735702308371,2.0241
48175,Goliad County,TX,155,0.155,7658,7.658,3.88411536201167,2.0240
46087,McCook County,SD,113,0.113,5586,5.586,3.74710093136499,2.0229
46039,Deuel County,SD,88,0.088,4351,4.351,3.63858908329272,2.0225
18023,Clinton County,IN,655,0.655,32399,32.399,4.51053160584908,2.0217
21083,Graves County,KY,753,0.753,37266,37.266,4.57131277962919,2.0206
17137,Morgan County,IL,680,0.68,33658,33.658,4.52708830609109,2.0203
13255,Spalding County,GA,1347,1.347,66703,66.703,4.82414536696222,2.0194
51710,Norfolk City,VA,4891,4.891,242742,242.742,5.3851449258587,2.0149
48129,Donley County,TX,66,0.066,3278,3.278,3.51560894923448,2.0134
17133,Monroe County,IL,697,0.697,34637,34.637,4.53954026960781,2.0123
20163,Rooks County,KS,99,0.099,4920,4.92,3.69196510276736,2.0122
21171,Monroe County,KY,214,0.214,10650,10.65,4.02734960777476,2.0094
17187,Warren County,IL,338,0.338,16844,16.844,4.22644523274823,2.0066
13153,Houston County,GA,3166,3.166,157863,157.863,5.19828035180183,2.0055
5091,Miller County,AR,867,0.867,43257,43.257,4.63605639654958,2.0043
