countyFIPS,cases,cases_per_thousand,population,pop_thousand,cases_per_pop
26141,27,0.027,12592,12.592,0.2144
26143,103,0.103,24019,24.019,0.4288
26145,3031,3.031,190539,190.539,1.5908
26147,1055,1.055,159128,159.128,0.6630
26149,820,0.82,60964,60.964,1.3451
26151,152,0.152,41170,41.17,0.3692
26153,31,0.031,8094,8.094,0.3830
26155,531,0.531,68122,68.122,0.7795
26157,514,0.514,52245,52.245,0.9838
26159,782,0.782,75677,75.677,1.0333
26161,3810,3.81,367601,367.601,1.0364
26163,35588,35.588,1749343,1749.343,2.0344
26165,130,0.13,33631,33.631,0.3865
27001,91,0.091,15886,15.886,0.5728
27003,6403,6.403,356921,356.921,1.7940
27005,299,0.299,34423,34.423,0.8686
27007,490,0.49,47188,47.188,1.0384
27009,579,0.579,40889,40.889,1.4160
27011,83,0.083,4991,4.991,1.6630
27013,1768,1.768,67653,67.653,2.6133
27015,208,0.208,25008,25.008,0.8317
27017,290,0.29,35871,35.871,0.8085
27019,1459,1.459,105089,105.089,1.3883
27021,202,0.202,29779,29.779,0.6783
27023,242,0.242,11800,11.8,2.0508
27025,536,0.536,56579,56.579,0.9473
27027,1480,1.48,64222,64.222,2.3045
27029,34,0.034,8818,8.818,0.3856
27031,7,0.007,5463,5.463,0.1281
27033,230,0.23,11196,11.196,2.0543
27035,581,0.581,65055,65.055,0.8931
27037,7771,7.771,429021,429.021,1.8113
27039,271,0.271,20934,20.934,1.2945
27041,382,0.382,38141,38.141,1.0015
27043,153,0.153,13653,13.653,1.1206
27045,141,0.141,21067,21.067,0.6693
27047,554,0.554,30281,30.281,1.8295
27049,396,0.396,46340,46.34,0.8546
27051,65,0.065,5972,5.972,1.0884
27053,27873,27.873,1265843,1265.843,2.2019
27055,136,0.136,18600,18.6,0.7312
27057,137,0.137,21491,21.491,0.6375
27059,326,0.326,40596,40.596,0.8030
27061,366,0.366,45130,45.13,0.8110
27063,157,0.157,9846,9.846,1.5946
27065,136,0.136,16337,16.337,0.8325
27067,1071,1.071,43199,43.199,2.4792
27069,12,0.012,4298,4.298,0.2792
27071,123,0.123,12229,12.229,1.0058
27073,76,0.076,6623,6.623,1.1475
27075,61,0.061,10641,10.641,0.5733
27077,24,0.024,3740,3.74,0.6417
27079,483,0.483,28887,28.887,1.6720
27081,118,0.118,5639,5.639,2.0926
27083,743,0.743,25474,25.474,2.9167
27085,503,0.503,35893,35.893,1.4014
27087,49,0.049,5527,5.527,0.8866
27089,54,0.054,9336,9.336,0.5784
27091,471,0.471,19683,19.683,2.3929
27093,220,0.22,23222,23.222,0.9474
27095,176,0.176,26277,26.277,0.6698
27097,293,0.293,33386,33.386,0.8776
27099,1354,1.354,40062,40.062,3.3798
27101,182,0.182,8194,8.194,2.2211
27103,562,0.562,34274,34.274,1.6397
27105,1985,1.985,21629,21.629,9.1775
27107,60,0.06,6375,6.375,0.9412
27109,2588,2.588,158293,158.293,1.6349
27111,479,0.479,58746,58.746,0.8154
27113,120,0.12,14119,14.119,0.8499
27115,366,0.366,29579,29.579,1.2374
27117,249,0.249,9126,9.126,2.7285
27119,337,0.337,31364,31.364,1.0745
27121,103,0.103,11249,11.249,0.9156
27123,11278,11.278,550321,550.321,2.0493
27125,45,0.045,4055,4.055,1.1097
27127,187,0.187,15170,15.17,1.2327
27129,167,0.167,14548,14.548,1.1479
27131,1364,1.364,66972,66.972,2.0367
27133,186,0.186,9315,9.315,1.9968
27135,133,0.133,15165,15.165,0.8770
27137,1800,1.8,199070,199.07,0.9042
27139,2681,2.681,149013,149.013,1.7992
27141,1208,1.208,97238,97.238,1.2423
27143,204,0.204,14865,14.865,1.3724
27145,4178,4.178,161075,161.075,2.5938
27147,567,0.567,36649,36.649,1.5471
27149,112,0.112,9805,9.805,1.1423
27151,147,0.147,9266,9.266,1.5864
27153,514,0.514,24664,24.664,2.0840
27155,36,0.036,3259,3.259,1.1046
27157,214,0.214,21627,21.627,0.9895
27159,74,0.074,13682,13.682,0.5409
27161,768,0.768,18612,18.612,4.1264
27163,3989,3.989,262440,262.44,1.5200
27165,535,0.535,10897,10.897,4.9096
27167,75,0.075,6207,6.207,1.2083
27169,933,0.933,50484,50.484,1.8481
27171,1730,1.73,138377,138.377,1.2502
27173,203,0.203,9709,9.709,2.0908
28001,956,0.956,30693,30.693,3.1147
28003,842,0.842,36953,36.953,2.2786
28005,342,0.342,12297,12.297,2.7812
28007,684,0.684,18174,18.174,3.7636
28009,238,0.238,8259,8.259,2.8817
28011,1882,1.882,30628,30.628,6.1447
28013,534,0.534,14361,14.361,3.7184
28015,332,0.332,9947,9.947,3.3377
28017,701,0.701,17103,17.103,4.0987
28019,187,0.187,8210,8.21,2.2777
28021,465,0.465,8988,8.988,5.1736
28023,615,0.615,15541,15.541,3.9573
28025,601,0.601,19316,19.316,3.1114
28027,1178,1.178,22124,22.124,5.3245
28029,1216,1.216,28065,28.065,4.3328
28031,834,0.834,18636,18.636,4.4752
28033,5724,5.724,184945,184.945,3.0950
28035,2568,2.568,74897,74.897,3.4287
28037,201,0.201,7713,7.713,2.6060
28039,803,0.803,24500,24.5,3.2776
28041,396,0.396,13586,13.586,2.9148
28043,1107,1.107,20758,20.758,5.3329
28045,607,0.607,47632,47.632,1.2744
28047,3965,3.965,208080,208.08,1.9055
28049,7227,7.227,231840,231.84,3.1172
28051,1104,1.104,17010,17.01,6.4903
28053,379,0.379,8064,8.064,4.6999
28055,106,0.106,1327,1.327,7.9879
28057,876,0.876,23390,23.39,3.7452
28059,3643,3.643,143617,143.617,2.5366
28061,587,0.587,16383,16.383,3.5830
28063,243,0.243,6990,6.99,3.4764
28065,346,0.346,11128,11.128,3.1093
28067,2546,2.546,68098,68.098,3.7387
28069,291,0.291,9742,9.742,2.9871
28071,2228,2.228,54019,54.019,4.1245
28073,1802,1.802,63343,63.343,2.8448
28075,2090,2.09,74125,74.125,2.8196
28077,439,0.439,12586,12.586,3.4880
28079,969,0.969,22786,22.786,4.2526
28081,2967,2.967,85436,85.436,3.4728
28083,1443,1.443,28183,28.183,5.1201
28085,1127,1.127,34153,34.153,3.2999
28087,1621,1.621,58595,58.595,2.7664
28089,3363,3.363,106272,106.272,3.1645
28091,883,0.883,24573,24.573,3.5934
28093,1121,1.121,35294,35.294,3.1762
28095,1268,1.268,35252,35.252,3.5970
28097,475,0.475,9775,9.775,4.8593
28099,1620,1.62,29118,29.118,5.5636
28101,783,0.783,21018,21.018,3.7254
28103,562,0.562,10417,10.417,5.3950
28105,1828,1.828,49587,49.587,3.6865
28107,1525,1.525,34192,34.192,4.4601
28109,916,0.916,55535,55.535,1.6494
28111,436,0.436,11973,11.973,3.6415
28113,1251,1.251,39288,39.288,3.1842
28115,1307,1.307,32174,32.174,4.0623
28117,889,0.889,25126,25.126,3.5382
28119,393,0.393,6792,6.792,5.7862
28121,3401,3.401,155271,155.271,2.1904
28123,1182,1.182,28124,28.124,4.2028
28125,267,0.267,4321,4.321,6.1791
28127,1065,1.065,26658,26.658,3.9950
28129,551,0.551,15916,15.916,3.4619
28131,384,0.384,18336,18.336,2.0942
28133,1497,1.497,25110,25.11,5.9618
28135,786,0.786,13809,13.809,5.6919
28137,1020,1.02,28321,28.321,3.6016
28139,720,0.72,22015,22.015,3.2705
28141,715,0.715,19383,19.383,3.6888
28143,500,0.5,9632,9.632,5.1910
28145,1013,1.013,28815,28.815,3.5155
28147,605,0.605,14286,14.286,4.2349
28149,1423,1.423,45381,45.381,3.1357
28151,2292,2.292,43909,43.909,5.2199
28153,918,0.918,20183,20.183,4.5484
28155,340,0.34,9689,9.689,3.5091
28157,309,0.309,8630,8.63,3.5805
28159,749,0.749,17955,17.955,4.1715
28161,449,0.449,12108,12.108,3.7083
28163,1067,1.067,29690,29.69,3.5938
29001,369,0.369,25343,25.343,1.4560
29003,270,0.27,17712,17.712,1.5244
29005,53,0.053,5143,5.143,1.0305
29007,435,0.435,25388,25.388,1.7134
29009,508,0.508,35789,35.789,1.4194
29011,212,0.212,11754,11.754,1.8036
29013,138,0.138,16172,16.172,0.8533
29015,354,0.354,19443,19.443,1.8207
29017,349,0.349,12133,12.133,2.8765
29019,4656,4.656,180463,180.463,2.5800
29021,2114,2.114,87364,87.364,2.4198
29023,679,0.679,42478,42.478,1.5985
29025,107,0.107,9020,9.02,1.1863
29027,684,0.684,44743,44.743,1.5287
29029,1046,1.046,46305,46.305,2.2589
29031,1851,1.851,78871,78.871,2.3469
29033,129,0.129,8679,8.679,1.4863
29035,96,0.096,5982,5.982,1.6048
29037,1536,1.536,105780,105.78,1.4521
29039,130,0.13,14349,14.349,0.9060
29041,52,0.052,7426,7.426,0.7002
29043,1532,1.532,88595,88.595,1.7292
29045,73,0.073,6797,6.797,1.0740
29047,1783,1.783,249948,249.948,0.7133
29049,250,0.25,20387,20.387,1.2263
29051,1660,1.66,76745,76.745,2.1630
29053,457,0.457,17709,17.709,2.5806
29055,416,0.416,23920,23.92,1.7391
29057,75,0.075,7561,7.561,0.9919
29059,200,0.2,16878,16.878,1.1850
29061,133,0.133,8278,8.278,1.6067
29063,150,0.15,12547,12.547,1.1955
29065,139,0.139,15573,15.573,0.8926
29067,219,0.219,13185,13.185,1.6610
29069,845,0.845,29131,29.131,2.9007
29071,1855,1.855,103967,103.967,1.7842
29073,163,0.163,14706,14.706,1.1084
29075,126,0.126,6571,6.571,1.9175
29077,6590,6.59,293086,293.086,2.2485
29079,202,0.202,9850,9.85,2.0508
29081,120,0.12,8352,8.352,1.4368
29083,226,0.226,21824,21.824,1.0356
29085,113,0.113,9544,9.544,1.1840
29087,82,0.082,4403,4.403,1.8624
29089,183,0.183,10001,10.001,1.8298
29091,705,0.705,40117,40.117,1.7574
29093,55,0.055,10125,10.125,0.5432
29095,19550,19.55,703011,703.011,2.7809
29097,4111,4.111,121328,121.328,3.3883
29099,4413,4.413,225081,225.081,1.9606
29101,978,0.978,54062,54.062,1.8090
29103,53,0.053,3959,3.959,1.3387
29105,725,0.725,35723,35.723,2.0295
29107,555,0.555,32708,32.708,1.6968
29109,692,0.692,38355,38.355,1.8042
29111,109,0.109,9776,9.776,1.1150
29113,825,0.825,59013,59.013,1.3980
29115,107,0.107,11920,11.92,0.8977
29117,409,0.409,15227,15.227,2.6860
29119,1105,1.105,22837,22.837,4.8386
29121,161,0.161,15117,15.117,1.0650
29123,287,0.287,12088,12.088,2.3743
29125,87,0.087,8697,8.697,1.0003
29127,700,0.7,28530,28.53,2.4536
29129,29,0.029,3617,3.617,0.8018
29131,537,0.537,25619,25.619,2.0961
29133,309,0.309,13180,13.18,2.3445
29135,337,0.337,16132,16.132,2.0890
29137,87,0.087,8644,8.644,1.0065
29139,87,0.087,11551,11.551,0.7532
29141,391,0.391,20627,20.627,1.8956
29143,558,0.558,17076,17.076,3.2677
29145,1385,1.385,58236,58.236,2.3783
29147,618,0.618,22092,22.092,2.7974
29149,131,0.131,10529,10.529,1.2442
29151,170,0.17,13615,13.615,1.2486
29153,132,0.132,9174,9.174,1.4388
29155,551,0.551,15805,15.805,3.4862
29157,643,0.643,19136,19.136,3.3602
29159,1163,1.163,42339,42.339,2.7469
29161,484,0.484,44573,44.573,1.0859
29163,244,0.244,18302,18.302,1.3332
29165,713,0.713,104418,104.418,0.6828
29167,696,0.696,32149,32.149,2.1649
29169,697,0.697,52607,52.607,1.3249
29171,30,0.03,4696,4.696,0.6388
29173,150,0.15,10309,10.309,1.4550
29175,290,0.29,24748,24.748,1.1718
29177,170,0.17,23018,23.018,0.7386
29179,37,0.037,6270,6.27,0.5901
29181,139,0.139,13288,13.288,1.0461
29183,7857,7.857,402022,402.022,1.9544
29185,71,0.071,9397,9.397,0.7556
29186,211,0.211,17894,17.894,1.1792
29187,2150,2.15,67215,67.215,3.1987
29189,23417,23.417,994205,994.205,2.3553
29195,751,0.751,22761,22.761,3.2995
29197,27,0.027,4660,4.66,0.5794
29199,35,0.035,4902,4.902,0.7140
29201,923,0.923,38280,38.28,2.4112
29203,120,0.12,8166,8.166,1.4695
29205,70,0.07,5930,5.93,1.1804
29207,540,0.54,29025,29.025,1.8605
29209,492,0.492,31952,31.952,1.5398
29211,210,0.21,6089,6.089,3.4488
29213,1339,1.339,55928,55.928,2.3941
29215,343,0.343,25398,25.398,1.3505
29217,206,0.206,20563,20.563,1.0018
29219,484,0.484,35649,35.649,1.3577
29221,444,0.444,24730,24.73,1.7954
29223,226,0.226,12873,12.873,1.7556
29225,711,0.711,39592,39.592,1.7958
29227,20,0.02,2013,2.013,0.9935
29229,380,0.38,18289,18.289,2.0778
29510,7119,7.119,300576,300.576,2.3685
30001,110,0.11,9453,9.453,1.1637
30003,940,0.94,13319,13.319,7.0576
30005,38,0.038,6681,6.681,0.5688
30007,18,0.018,6237,6.237,0.2886
30009,127,0.127,10725,10.725,1.1841
30011,6,0.006,1252,1.252,0.4792
30013,796,0.796,81366,81.366,0.9783
30015,32,0.032,5635,5.635,0.5679
30017,119,0.119,11402,11.402,1.0437
30019,6,0.006,1690,1.69,0.3550
30021,78,0.078,8613,8.613,0.9056
30023,118,0.118,9140,9.14,1.2910
30025,8,0.008,2846,2.846,0.2811
30027,67,0.067,11050,11.05,0.6063
30029,1242,1.242,103806,103.806,1.1965
30031,1428,1.428,114434,114.434,1.2479
30033,18,0.018,1258,1.258,1.4308
30035,401,0.401,13753,13.753,2.9157
30037,5,0.005,821,0.821,0.6090
30039,22,0.022,3379,3.379,0.6511
30041,194,0.194,16484,16.484,1.1769
30043,84,0.084,12221,12.221,0.6873
30045,8,0.008,2007,2.007,0.3986
30047,284,0.284,30458,30.458,0.9324
30049,324,0.324,69432,69.432,0.4666
30051,20,0.02,2337,2.337,0.8558
30053,131,0.131,19980,19.98,0.6557
30055,23,0.023,1664,1.664,1.3822
30057,111,0.111,8600,8.6,1.2907
30059,29,0.029,1862,1.862,1.5575
30061,5,0.005,4397,4.397,0.1137
30063,857,0.857,119600,119.6,0.7166
30065,37,0.037,4633,4.633,0.7986
30067,106,0.106,16606,16.606,0.6383
30069,0,0,487,0.487,0.0000
30071,122,0.122,3954,3.954,3.0855
30073,58,0.058,5911,5.911,0.9812
30075,20,0.02,1682,1.682,1.1891
30077,12,0.012,6890,6.89,0.1742
30079,4,0.004,1077,1.077,0.3714
30081,158,0.158,43806,43.806,0.3607
30083,107,0.107,10803,10.803,0.9905
30085,407,0.407,11004,11.004,3.6987
30087,652,0.652,8937,8.937,7.2955
30089,48,0.048,12113,12.113,0.3963
30091,19,0.019,3309,3.309,0.5742
30093,270,0.27,34915,34.915,0.7733
30095,82,0.082,9642,9.642,0.8504
30097,47,0.047,3737,3.737,1.2577
30099,29,0.029,6147,6.147,0.4718
30101,120,0.12,4736,4.736,2.5338
30103,3,0.003,696,0.696,0.4310
30105,97,0.097,7396,7.396,1.3115
30107,20,0.02,2126,2.126,0.9407
30109,9,0.009,969,0.969,0.9288
30111,3424,3.424,161300,161.3,2.1228
31001,580,0.58,31363,31.363,1.8493
31003,94,0.094,6298,6.298,1.4925
31005,1,0.001,463,0.463,0.2160
31007,2,0.002,745,0.745,0.2685
31009,1,0.001,465,0.465,0.2151
31011,88,0.088,5192,5.192,1.6949
31013,98,0.098,10783,10.783,0.9088
31015,30,0.03,1919,1.919,1.5633
31017,47,0.047,2955,2.955,1.5905
31019,1145,1.145,49659,49.659,2.3057
31021,82,0.082,6459,6.459,1.2695
31023,144,0.144,8016,8.016,1.7964
31025,347,0.347,26248,26.248,1.3220
31027,90,0.09,8402,8.402,1.0712
31029,25,0.025,3924,3.924,0.6371
31031,52,0.052,5689,5.689,0.9140
31033,43,0.043,8910,8.91,0.4826
31035,81,0.081,6203,6.203,1.3058
31037,795,0.795,10709,10.709,7.4237
31039,159,0.159,8846,8.846,1.7974
31041,97,0.097,10777,10.777,0.9001
31043,2250,2.25,20026,20.026,11.2354
31045,132,0.132,8589,8.589,1.5368
31047,1094,1.094,23595,23.595,4.6366
31049,4,0.004,1794,1.794,0.2230
31051,96,0.096,5636,5.636,1.7033
31053,1240,1.24,36565,36.565,3.3912
31055,16600,16.6,571327,571.327,2.9055
31057,12,0.012,1693,1.693,0.7088
31059,58,0.058,5462,5.462,1.0619
31061,33,0.033,2979,2.979,1.1078
31063,8,0.008,2627,2.627,0.3045
31065,40,0.04,4676,4.676,0.8554
31067,270,0.27,21513,21.513,1.2551
31069,11,0.011,1837,1.837,0.5988
31071,11,0.011,1969,1.969,0.5587
31073,41,0.041,1990,1.99,2.0603
31075,1,0.001,623,0.623,0.1605
31077,32,0.032,2356,2.356,1.3582
31079,2061,2.061,61353,61.353,3.3592
31081,142,0.142,9324,9.324,1.5230
31083,24,0.024,3380,3.38,0.7101
31085,0,0,922,0.922,0.0000
31087,8,0.008,2762,2.762,0.2896
31089,97,0.097,10067,10.067,0.9635
31091,13,0.013,682,0.682,1.9062
31093,102,0.102,6445,6.445,1.5826
31095,34,0.034,7046,7.046,0.4825
31097,65,0.065,5071,5.071,1.2818
31099,152,0.152,6495,6.495,2.3403
31101,65,0.065,8034,8.034,0.8091
31103,5,0.005,806,0.806,0.6203
31105,19,0.019,3632,3.632,0.5231
31107,184,0.184,8332,8.332,2.2084
31109,6573,6.573,319090,319.09,2.0599
31111,449,0.449,34914,34.914,1.2860
31113,6,0.006,748,0.748,0.8021
31115,3,0.003,664,0.664,0.4518
31117,6,0.006,494,0.494,1.2146
31119,857,0.857,35099,35.099,2.4417
31121,83,0.083,7755,7.755,1.0703
31123,79,0.079,4642,4.642,1.7019
31125,51,0.051,3519,3.519,1.4493
31127,132,0.132,6972,6.972,1.8933
31129,17,0.017,4148,4.148,0.4098
31131,170,0.17,16012,16.012,1.0617
31133,19,0.019,2613,2.613,0.7271
31135,34,0.034,2891,2.891,1.1761
31137,117,0.117,9034,9.034,1.2951
31139,109,0.109,7148,7.148,1.5249
31141,1147,1.147,33470,33.47,3.4269
31143,68,0.068,5213,5.213,1.3044
31145,46,0.046,10724,10.724,0.4289
31147,60,0.06,7865,7.865,0.7629
31149,45,0.045,1357,1.357,3.3161
31151,756,0.756,14224,14.224,5.3150
31153,3832,3.832,187196,187.196,2.0471
31155,497,0.497,21578,21.578,2.3033
31157,427,0.427,35618,35.618,1.1988
31159,242,0.242,17284,17.284,1.4001
31161,52,0.052,5246,5.246,0.9912
31163,26,0.026,3001,3.001,0.8664
31165,7,0.007,1166,1.166,0.6003
31167,43,0.043,5920,5.92,0.7264
31169,31,0.031,5003,5.003,0.6196
31171,5,0.005,722,0.722,0.6925
31173,269,0.269,7224,7.224,3.7237
31175,45,0.045,4158,4.158,1.0823
31177,282,0.282,20729,20.729,1.3604
31179,174,0.174,9385,9.385,1.8540
31181,18,0.018,3487,3.487,0.5162
31183,1,0.001,783,0.783,0.1277
31185,184,0.184,13679,13.679,1.3451
32001,154,0.154,24909,24.909,0.6183
32003,67499,67.499,2266715,2266.715,2.9778
32005,312,0.312,48905,48.905,0.6380
32007,978,0.978,52778,52.778,1.8530
32009,0,0,873,0.873,0.0000
32011,10,0.01,2029,2.029,0.4929
32013,130,0.13,16831,16.831,0.7724
32015,76,0.076,5532,5.532,1.3738
32017,7,0.007,5183,5.183,0.1351
32019,445,0.445,57510,57.51,0.7738
32021,13,0.013,4505,4.505,0.2886
32023,515,0.515,46523,46.523,1.1070
32027,22,0.022,6725,6.725,0.3271
32029,10,0.01,4123,4.123,0.2425
32031,9617,9.617,471519,471.519,2.0396
32033,66,0.066,9580,9.58,0.6889
32510,494,0.494,55916,55.916,0.8835
33001,149,0.149,61303,61.303,0.2431
33003,124,0.124,48910,48.91,0.2535
33005,152,0.152,76085,76.085,0.1998
33007,22,0.022,31563,31.563,0.0697
33009,145,0.145,89886,89.886,0.1613
33011,4451,4.451,417025,417.025,1.0673
33013,596,0.596,151391,151.391,0.3937
33015,2049,2.049,309769,309.769,0.6615
33017,567,0.567,130633,130.633,0.4340
33019,58,0.058,43146,43.146,0.1344
34001,4152,4.152,263670,263.67,1.5747
34003,22579,22.579,932202,932.202,2.4221
34005,7208,7.208,445349,445.349,1.6185
34007,9996,9.996,506471,506.471,1.9737
34009,1026,1.026,92039,92.039,1.1147
34011,3802,3.802,149527,149.527,2.5427
34013,21157,21.157,798975,798.975,2.6480
34015,4710,4.71,291636,291.636,1.6150
34017,20767,20.767,672391,672.391,3.0885
34019,1349,1.349,124371,124.371,1.0847
34021,8675,8.675,367430,367.43,2.3610
34023,19679,19.679,825062,825.062,2.3852
34025,12025,12.025,618795,618.795,1.9433
34027,7920,7.92,491845,491.845,1.6103
34029,13718,13.718,607186,607.186,2.2593
34031,19135,19.135,501826,501.826,3.8131
34033,1076,1.076,62385,62.385,1.7248
34035,5850,5.85,328934,328.934,1.7785
34037,1517,1.517,140488,140.488,1.0798
34039,17761,17.761,556341,556.341,3.1925
34041,1449,1.449,105267,105.267,1.3765
35001,6660,6.66,679121,679.121,0.9807
35003,9,0.009,3527,3.527,0.2552
35005,1261,1.261,64615,64.615,1.9516
35006,431,0.431,26675,26.675,1.6157
35007,36,0.036,11941,11.941,0.3015
35009,854,0.854,48954,48.954,1.7445
35011,1,0.001,1748,1.748,0.0572
35013,3476,3.476,218195,218.195,1.5931
35015,875,0.875,58460,58.46,1.4967
35017,128,0.128,26998,26.998,0.4741
35019,34,0.034,4300,4.3,0.7907
35021,1,0.001,625,0.625,0.1600
35023,101,0.101,4198,4.198,2.4059
35025,1464,1.464,71070,71.07,2.0599
35027,219,0.219,19572,19.572,1.1189
35028,33,0.033,19369,19.369,0.1704
35029,425,0.425,23709,23.709,1.7926
35031,4346,4.346,71367,71.367,6.0896
35033,7,0.007,4521,4.521,0.1548
35035,271,0.271,67490,67.49,0.4015
35037,75,0.075,8253,8.253,0.9088
35039,401,0.401,38921,38.921,1.0303
35041,289,0.289,18500,18.5,1.5622
35043,1380,1.38,146748,146.748,0.9404
35045,3366,3.366,123958,123.958,2.7154
35047,101,0.101,27277,27.277,0.3703
35049,1032,1.032,150358,150.358,0.6864
35051,47,0.047,10791,10.791,0.4355
35053,109,0.109,16637,16.637,0.6552
35055,148,0.148,32723,32.723,0.4523
35057,77,0.077,15461,15.461,0.4980
35059,31,0.031,4059,4.059,0.7637
35061,592,0.592,76688,76.688,0.7720
1,0,0,0,0,
36001,3133,3.133,305506,305.506,1.0255
36003,119,0.119,46091,46.091,0.2582
36005,53169,53.169,1418207,1418.207,3.7490
36007,1729,1.729,190488,190.488,0.9077
36009,279,0.279,76117,76.117,0.3665
36011,221,0.221,76576,76.576,0.2886
36013,602,0.602,126903,126.903,0.4744
36015,560,0.56,83456,83.456,0.6710
36017,253,0.253,47207,47.207,0.5359
36019,162,0.162,80485,80.485,0.2013
36021,595,0.595,59461,59.461,1.0007
36023,195,0.195,47581,47.581,0.4098
36025,137,0.137,44135,44.135,0.3104
36027,5148,5.148,294218,294.218,1.7497
36029,11574,11.574,918702,918.702,1.2598
36031,169,0.169,36885,36.885,0.4582
36033,66,0.066,50022,50.022,0.1319
36035,339,0.339,53383,53.383,0.6350
36037,335,0.335,57280,57.28,0.5848
36039,328,0.328,47188,47.188,0.6951
36041,15,0.015,4416,4.416,0.3397
36043,340,0.34,61319,61.319,0.5545
36045,172,0.172,109834,109.834,0.1566
36047,69062,69.062,2559903,2559.903,2.6978
36049,50,0.05,26296,26.296,0.1901
36051,208,0.208,62914,62.914,0.3306
36053,498,0.498,70941,70.941,0.7020
36055,6121,6.121,741770,741.77,0.8252
36057,235,0.235,49221,49.221,0.4774
36059,46929,46.929,1356924,1356.924,3.4585
36061,33626,33.626,1628706,1628.706,2.0646
36063,1799,1.799,209281,209.281,0.8596
36065,2460,2.46,228671,228.671,1.0758
36067,4456,4.456,460528,460.528,0.9676
36069,481,0.481,109777,109.777,0.4382
36071,12199,12.199,384940,384.94,3.1691
36073,336,0.336,40352,40.352,0.8327
36075,506,0.506,117124,117.124,0.4320
36077,342,0.342,59493,59.493,0.5749
36079,1629,1.629,98320,98.32,1.6568
36081,72692,72.692,2253858,2253.858,3.2252
36083,923,0.923,158714,158.714,0.5815
36085,16025,16.025,476143,476.143,3.3656
36087,15636,15.636,325789,325.789,4.7994
36089,330,0.33,107740,107.74,0.3063
36091,1073,1.073,229863,229.863,0.4668
36093,1417,1.417,155299,155.299,0.9124
36095,85,0.085,30999,30.999,0.2742
36097,47,0.047,17807,17.807,0.2639
36099,108,0.108,34016,34.016,0.3175
36101,464,0.464,95379,95.379,0.4865
36103,46563,46.563,1476601,1476.601,3.1534
36105,1607,1.607,75432,75.432,2.1304
36107,256,0.256,48203,48.203,0.5311
36109,426,0.426,102180,102.18,0.4169
36111,2282,2.282,177573,177.573,1.2851
36113,391,0.391,63944,63.944,0.6115
36115,302,0.302,61204,61.204,0.4934
36117,326,0.326,89918,89.918,0.3626
36119,38300,38.3,967506,967.506,3.9586
36121,137,0.137,39859,39.859,0.3437
36123,64,0.064,24913,24.913,0.2569
37001,4018,4.018,169509,169.509,2.3704
37003,541,0.541,37497,37.497,1.4428
37005,238,0.238,11137,11.137,2.1370
37007,630,0.63,24446,24.446,2.5771
37009,279,0.279,27203,27.203,1.0256
37011,367,0.367,17557,17.557,2.0903
37013,985,0.985,46994,46.994,2.0960
37015,608,0.608,18947,18.947,3.2090
37017,930,0.93,32722,32.722,2.8421
37019,1681,1.681,142820,142.82,1.1770
37021,3224,3.224,261191,261.191,1.2343
37023,2155,2.155,90485,90.485,2.3816
37025,4112,4.112,216453,216.453,1.8997
37027,1710,1.71,82178,82.178,2.0808
37029,116,0.116,10867,10.867,1.0675
37031,744,0.744,69473,69.473,1.0709
37033,381,0.381,22604,22.604,1.6855
37035,3255,3.255,159551,159.551,2.0401
37037,1703,1.703,74470,74.47,2.2868
37039,659,0.659,28612,28.612,2.3032
37041,375,0.375,13943,13.943,2.6895
37043,125,0.125,11231,11.231,1.1130
37045,2328,2.328,97947,97.947,2.3768
37047,1409,1.409,55508,55.508,2.5384
37049,1711,1.711,102139,102.139,1.6752
37051,5664,5.664,335509,335.509,1.6882
37053,186,0.186,27763,27.763,0.6700
37055,282,0.282,37009,37.009,0.7620
37057,2883,2.883,167609,167.609,1.7201
37059,587,0.587,42846,42.846,1.3700
37061,2414,2.414,58741,58.741,4.1096
37063,7878,7.878,321488,321.488,2.4505
37065,1412,1.412,51472,51.472,2.7432
37067,7182,7.182,382295,382.295,1.8787
37069,1243,1.243,69685,69.685,1.7837
37071,5352,5.352,224529,224.529,2.3837
37073,144,0.144,11562,11.562,1.2455
37075,177,0.177,8441,8.441,2.0969
37077,1770,1.77,60443,60.443,2.9284
37079,633,0.633,21069,21.069,3.0044
37081,8859,8.859,537174,537.174,1.6492
37083,1065,1.065,50010,50.01,2.1296
37085,2331,2.331,135976,135.976,1.7143
37087,624,0.624,62317,62.317,1.0013
37089,2063,2.063,117417,117.417,1.7570
37091,779,0.779,23677,23.677,3.2901
37093,1243,1.243,55234,55.234,2.2504
37095,128,0.128,4937,4.937,2.5927
37097,3138,3.138,181806,181.806,1.7260
37099,670,0.67,43938,43.938,1.5249
37101,4602,4.602,209339,209.339,2.1983
37103,158,0.158,9419,9.419,1.6775
37105,1683,1.683,61779,61.779,2.7242
37107,1031,1.031,55949,55.949,1.8427
37109,1714,1.714,86111,86.111,1.9905
37111,1034,1.034,45756,45.756,2.2598
37113,630,0.63,35858,35.858,1.7569
37115,112,0.112,21755,21.755,0.5148
37117,486,0.486,22440,22.44,2.1658
37119,29132,29.132,1110356,1110.356,2.6237
37121,166,0.166,14964,14.964,1.1093
37123,1053,1.053,27173,27.173,3.8752
37125,1753,1.753,100880,100.88,1.7377
37127,2463,2.463,94298,94.298,2.6119
37129,4379,4.379,234473,234.473,1.8676
37131,464,0.464,19483,19.483,2.3816
