countyFIPS,cases,cases_per_thousand,population,pop_thousand,cases_per_pop
48175,155,0.155,7658,7.658,2.0240
48177,1063,1.063,20837,20.837,5.1015
48179,319,0.319,21886,21.886,1.4576
48181,1916,1.916,136212,136.212,1.4066
48183,2277,2.277,123945,123.945,1.8371
48185,1088,1.088,28880,28.88,3.7673
48187,3642,3.642,166847,166.847,2.1828
48189,1926,1.926,33406,33.406,5.7654
48191,34,0.034,2964,2.964,1.1471
48193,148,0.148,8461,8.461,1.7492
48195,125,0.125,5399,5.399,2.3152
48197,25,0.025,3933,3.933,0.6356
48199,1352,1.352,57602,57.602,2.3471
48201,142681,142.681,4713325,4713.325,3.0272
48203,916,0.916,66553,66.553,1.3763
48205,137,0.137,5576,5.576,2.4570
48207,69,0.069,5658,5.658,1.2195
48209,5940,5.94,230191,230.191,2.5805
48211,74,0.074,3819,3.819,1.9377
48213,998,0.998,82737,82.737,1.2062
48215,31984,31.984,868707,868.707,3.6818
48217,695,0.695,36649,36.649,1.8964
48219,361,0.361,23021,23.021,1.5681
48221,980,0.98,61643,61.643,1.5898
48223,383,0.383,37084,37.084,1.0328
48225,377,0.377,22968,22.968,1.6414
48227,827,0.827,36664,36.664,2.2556
48229,52,0.052,4886,4.886,1.0643
48231,1669,1.669,98594,98.594,1.6928
48233,224,0.224,20938,20.938,1.0698
48235,10,0.01,1536,1.536,0.6510
48237,140,0.14,8935,8.935,1.5669
48239,612,0.612,14760,14.76,4.1463
48241,483,0.483,35529,35.529,1.3595
48243,14,0.014,2274,2.274,0.6157
48245,7540,7.54,251565,251.565,2.9972
48247,111,0.111,5200,5.2,2.1346
48249,1490,1.49,40482,40.482,3.6806
48251,3130,3.13,175817,175.817,1.7803
48253,565,0.565,20083,20.083,2.8133
48255,938,0.938,15601,15.601,6.0124
48257,3192,3.192,136154,136.154,2.3444
48259,341,0.341,47431,47.431,0.7189
48261,7,0.007,404,0.404,1.7327
48263,9,0.009,762,0.762,1.1811
48265,601,0.601,52600,52.6,1.1426
48267,16,0.016,4337,4.337,0.3689
48269,0,0,272,0.272,0.0000
48271,46,0.046,3667,3.667,1.2544
48273,1007,1.007,30680,30.68,3.2823
48275,100,0.1,3664,3.664,2.7293
48277,1236,1.236,49859,49.859,2.4790
48279,341,0.341,12893,12.893,2.6448
48281,261,0.261,21428,21.428,1.2180
48283,346,0.346,7520,7.52,4.6011
48285,1005,1.005,20154,20.154,4.9866
48287,230,0.23,17239,17.239,1.3342
48289,252,0.252,17404,17.404,1.4479
48291,2231,2.231,88219,88.219,2.5289
48293,579,0.579,23437,23.437,2.4705
48295,32,0.032,3233,3.233,0.9898
48297,374,0.374,12207,12.207,3.0638
48299,134,0.134,21795,21.795,0.6148
48301,0,0,169,0.169,0.0000
48303,12139,12.139,310569,310.569,3.9086
48305,108,0.108,5951,5.951,1.8148
48307,163,0.163,7984,7.984,2.0416
48309,8179,8.179,256623,256.623,3.1872
48311,24,0.024,743,0.743,3.2301
48313,724,0.724,14284,14.284,5.0686
48315,151,0.151,9854,9.854,1.5324
48317,77,0.077,5771,5.771,1.3343
48319,78,0.078,4274,4.274,1.8250
48321,1048,1.048,36643,36.643,2.8600
48323,3712,3.712,58722,58.722,6.3213
48325,1224,1.224,51584,51.584,2.3728
48327,27,0.027,2138,2.138,1.2629
48329,3890,3.89,176832,176.832,2.1998
48331,509,0.509,24823,24.823,2.0505
48333,59,0.059,4873,4.873,1.2108
48335,94,0.094,8545,8.545,1.1001
48337,188,0.188,19818,19.818,0.9486
48339,10845,10.845,607391,607.391,1.7855
48341,1183,1.183,20940,20.94,5.6495
48343,191,0.191,12388,12.388,1.5418
48345,9,0.009,1200,1.2,0.7500
48347,1635,1.635,65204,65.204,2.5075
48349,1312,1.312,50113,50.113,2.6181
48351,182,0.182,13595,13.595,1.3387
48353,265,0.265,14714,14.714,1.8010
48355,15925,15.925,362294,362.294,4.3956
48357,140,0.14,9836,9.836,1.4233
48359,18,0.018,2112,2.112,0.8523
48361,1999,1.999,83396,83.396,2.3970
48363,582,0.582,29189,29.189,1.9939
48365,393,0.393,23194,23.194,1.6944
48367,2021,2.021,142878,142.878,1.4145
48369,443,0.443,9605,9.605,4.6122
48371,383,0.383,15823,15.823,2.4205
48373,863,0.863,51353,51.353,1.6805
48375,5989,5.989,117415,117.415,5.1007
48377,97,0.097,6704,6.704,1.4469
48379,72,0.072,12514,12.514,0.5754
48381,3045,3.045,137713,137.713,2.2111
48383,88,0.088,3849,3.849,2.2863
48385,118,0.118,3452,3.452,3.4183
48387,167,0.167,12023,12.023,1.3890
48389,200,0.2,15976,15.976,1.2519
48391,308,0.308,6948,6.948,4.4329
48393,11,0.011,854,0.854,1.2881
48395,317,0.317,17074,17.074,1.8566
48397,1659,1.659,104915,104.915,1.5813
48399,279,0.279,10264,10.264,2.7182
48401,964,0.964,54406,54.406,1.7719
48403,82,0.082,10542,10.542,0.7778
48405,204,0.204,8237,8.237,2.4766
48407,227,0.227,28859,28.859,0.7866
48409,1466,1.466,66730,66.73,2.1969
48411,66,0.066,6055,6.055,1.0900
48413,53,0.053,2793,2.793,1.8976
48415,743,0.743,16703,16.703,4.4483
48417,28,0.028,3265,3.265,0.8576
48419,485,0.485,25274,25.274,1.9190
48421,66,0.066,3022,3.022,2.1840
48423,3838,3.838,232751,232.751,1.6490
48425,147,0.147,9128,9.128,1.6104
48427,3446,3.446,64633,64.633,5.3316
48429,136,0.136,9366,9.366,1.4521
48431,5,0.005,1291,1.291,0.3873
48433,16,0.016,1350,1.35,1.1852
48435,84,0.084,3776,3.776,2.2246
48437,107,0.107,7397,7.397,1.4465
48439,46850,46.85,2102515,2102.515,2.2283
48441,1525,1.525,138034,138.034,1.1048
48443,3,0.003,776,0.776,0.3866
48445,253,0.253,12337,12.337,2.0507
48447,8,0.008,1501,1.501,0.5330
48449,1478,1.478,32750,32.75,4.5130
48451,2288,2.288,119200,119.2,1.9195
48453,29514,29.514,1273954,1273.954,2.3167
48455,197,0.197,14651,14.651,1.3446
48457,229,0.229,21672,21.672,1.0567
48459,399,0.399,41753,41.753,0.9556
48461,25,0.025,3657,3.657,0.6836
48463,793,0.793,26741,26.741,2.9655
48465,2208,2.208,49025,49.025,4.5038
48467,593,0.593,56590,56.59,1.0479
48469,4076,4.076,92084,92.084,4.4264
48471,3748,3.748,72971,72.971,5.1363
48473,869,0.869,55246,55.246,1.5730
48475,135,0.135,11998,11.998,1.1252
48477,641,0.641,35882,35.882,1.7864
48479,13902,13.902,276652,276.652,5.0251
48481,1375,1.375,41556,41.556,3.3088
48483,48,0.048,5056,5.056,0.9494
48485,1872,1.872,132230,132.23,1.4157
48487,210,0.21,12769,12.769,1.6446
48489,1203,1.203,21358,21.358,5.6325
48491,8663,8.663,590551,590.551,1.4669
48493,912,0.912,51070,51.07,1.7858
48495,118,0.118,8010,8.01,1.4732
48497,776,0.776,69984,69.984,1.1088
48499,538,0.538,45539,45.539,1.1814
48501,238,0.238,8713,8.713,2.7316
48503,337,0.337,18010,18.01,1.8712
48505,335,0.335,14179,14.179,2.3626
48507,373,0.373,11840,11.84,3.1503
49001,40,0.04,6710,6.71,0.5961
49003,576,0.576,56046,56.046,1.0277
49005,2803,2.803,128289,128.289,2.1849
49007,134,0.134,20463,20.463,0.6548
49009,1,0.001,950,0.95,0.1053
49011,5405,5.405,355481,355.481,1.5205
49013,108,0.108,19938,19.938,0.5417
49015,44,0.044,10012,10.012,0.4395
49017,50,0.05,5051,5.051,0.9899
49019,59,0.059,9754,9.754,0.6049
49021,769,0.769,54839,54.839,1.4023
49023,148,0.148,12017,12.017,1.2316
49025,84,0.084,7886,7.886,1.0652
49027,196,0.196,13188,13.188,1.4862
49029,107,0.107,12124,12.124,0.8825
49031,9,0.009,1479,1.479,0.6085
49033,19,0.019,2483,2.483,0.7652
49035,32019,32.019,1160437,1160.437,2.7592
49037,703,0.703,15308,15.308,4.5924
49039,222,0.222,30939,30.939,0.7175
49041,117,0.117,21620,21.62,0.5412
49043,1029,1.029,42145,42.145,2.4416
49045,902,0.902,72259,72.259,1.2483
49047,111,0.111,35734,35.734,0.3106
49049,19757,19.757,636235,636.235,3.1053
49051,799,0.799,34091,34.091,2.3437
49053,3411,3.411,177556,177.556,1.9211
49055,2,0.002,2711,2.711,0.0738
49057,4385,4.385,260213,260.213,1.6852
50001,84,0.084,36777,36.777,0.2284
50003,116,0.116,35470,35.47,0.3270
50005,34,0.034,29993,29.993,0.1134
50007,837,0.837,163774,163.774,0.5111
50009,6,0.006,6163,6.163,0.0974
50011,128,0.128,49402,49.402,0.2591
50013,16,0.016,7235,7.235,0.2211
50015,59,0.059,25362,25.362,0.2326
50017,25,0.025,28892,28.892,0.0865
50019,21,0.021,27037,27.037,0.0777
50021,131,0.131,58191,58.191,0.2251
50023,78,0.078,58409,58.409,0.1335
50025,123,0.123,42222,42.222,0.2913
50027,89,0.089,55062,55.062,0.1616
51001,1182,1.182,32316,32.316,3.6576
51003,1321,1.321,109330,109.33,1.2083
51005,79,0.079,14860,14.86,0.5316
51007,124,0.124,13145,13.145,0.9433
51009,405,0.405,31605,31.605,1.2814
51011,217,0.217,15911,15.911,1.3638
51013,3997,3.997,236842,236.842,1.6876
51015,507,0.507,75558,75.558,0.6710
51017,15,0.015,4147,4.147,0.3617
51019,793,0.793,78997,78.997,1.0038
51021,64,0.064,6280,6.28,1.0191
51023,307,0.307,33419,33.419,0.9186
51025,363,0.363,16231,16.231,2.2365
51027,158,0.158,21004,21.004,0.7522
51029,682,0.682,17148,17.148,3.9771
51031,461,0.461,54885,54.885,0.8399
51033,365,0.365,30725,30.725,1.1880
51035,505,0.505,29791,29.791,1.6951
51036,83,0.083,6963,6.963,1.1920
51037,107,0.107,11880,11.88,0.9007
51041,6057,6.057,352802,352.802,1.7168
51043,97,0.097,14619,14.619,0.6635
51045,31,0.031,5131,5.131,0.6042
51047,1217,1.217,52605,52.605,2.3135
51049,105,0.105,9932,9.932,1.0572
51051,102,0.102,14318,14.318,0.7124
51053,399,0.399,28544,28.544,1.3978
51057,180,0.18,10953,10.953,1.6434
51059,21018,21.018,1147532,1147.532,1.8316
51061,945,0.945,71222,71.222,1.3268
51063,206,0.206,15749,15.749,1.3080
51065,381,0.381,27270,27.27,1.3971
51067,379,0.379,56042,56.042,0.6763
51069,905,0.905,89313,89.313,1.0133
51071,90,0.09,16720,16.72,0.5383
51073,250,0.25,37348,37.348,0.6694
51075,276,0.276,23753,23.753,1.1620
51077,322,0.322,15550,15.55,2.0707
51079,223,0.223,19819,19.819,1.1252
51081,795,0.795,11336,11.336,7.0131
51083,363,0.363,33911,33.911,1.0704
51085,1326,1.326,107766,107.766,1.2304
51087,5501,5.501,330818,330.818,1.6628
51089,1081,1.081,50557,50.557,2.1382
51091,7,0.007,2190,2.19,0.3196
51093,753,0.753,37109,37.109,2.0292
51095,855,0.855,76523,76.523,1.1173
51097,75,0.075,7025,7.025,1.0676
51099,234,0.234,26836,26.836,0.8720
51101,161,0.161,17148,17.148,0.9389
51103,153,0.153,10603,10.603,1.4430
51105,290,0.29,23423,23.423,1.2381
51107,6887,6.887,413538,413.538,1.6654
51109,296,0.296,37591,37.591,0.7874
51111,118,0.118,12196,12.196,0.9675
51113,110,0.11,13261,13.261,0.8295
51115,81,0.081,8834,8.834,0.9169
51117,735,0.735,30587,30.587,2.4030
51119,122,0.122,10582,10.582,1.1529
51121,2022,2.022,98535,98.535,2.0521
51125,107,0.107,14930,14.93,0.7167
51127,194,0.194,23091,23.091,0.8402
51131,306,0.306,11710,11.71,2.6132
51133,173,0.173,12095,12.095,1.4303
51135,266,0.266,15232,15.232,1.7463
51137,331,0.331,37051,37.051,0.8934
51139,405,0.405,23902,23.902,1.6944
51141,278,0.278,17608,17.608,1.5788
51143,1025,1.025,60354,60.354,1.6983
51145,231,0.231,29652,29.652,0.7790
51147,584,0.584,22802,22.802,2.5612
51149,824,0.824,38353,38.353,2.1485
51153,12594,12.594,470335,470.335,2.6777
51155,236,0.236,34027,34.027,0.6936
51157,64,0.064,7370,7.37,0.8684
51159,352,0.352,9023,9.023,3.9011
51161,924,0.924,94186,94.186,0.9810
51163,120,0.12,22573,22.573,0.5316
51165,1477,1.477,81948,81.948,1.8024
51167,275,0.275,26586,26.586,1.0344
51169,194,0.194,21566,21.566,0.8996
51171,811,0.811,43616,43.616,1.8594
51173,526,0.526,30104,30.104,1.7473
51175,774,0.774,17631,17.631,4.3900
51177,2161,2.161,136215,136.215,1.5865
51179,2039,2.039,152882,152.882,1.3337
51181,124,0.124,6422,6.422,1.9309
51183,523,0.523,11159,11.159,4.6868
51185,325,0.325,40595,40.595,0.8006
51187,442,0.442,40164,40.164,1.1005
51191,598,0.598,53740,53.74,1.1128
51193,275,0.275,18015,18.015,1.5265
51195,426,0.426,37383,37.383,1.1396
51197,247,0.247,28684,28.684,0.8611
51199,554,0.554,68280,68.28,0.8114
51510,3859,3.859,159428,159.428,2.4205
51520,188,0.188,16762,16.762,1.1216
51530,89,0.089,6478,6.478,1.3739
51540,1274,1.274,47266,47.266,2.6954
51550,4357,4.357,244835,244.835,1.7796
51570,263,0.263,17370,17.37,1.5141
51580,32,0.032,5538,5.538,0.5778
51590,910,0.91,40044,40.044,2.2725
51595,260,0.26,5346,5.346,4.8634
51600,137,0.137,24019,24.019,0.5704
51610,71,0.071,14617,14.617,0.4857
51620,422,0.422,7967,7.967,5.2968
51630,549,0.549,29036,29.036,1.8908
51640,419,0.419,6347,6.347,6.6015
51650,1851,1.851,134510,134.51,1.3761
51660,2670,2.67,53016,53.016,5.0362
51670,402,0.402,22529,22.529,1.7844
51678,107,0.107,7446,7.446,1.4370
51680,1454,1.454,82168,82.168,1.7695
51683,1930,1.93,41085,41.085,4.6976
51685,613,0.613,17478,17.478,3.5073
51690,389,0.389,12554,12.554,3.0986
51700,2762,2.762,179225,179.225,1.5411
51710,4891,4.891,242742,242.742,2.0149
51720,35,0.035,3981,3.981,0.8792
51730,749,0.749,31346,31.346,2.3895
51735,75,0.075,12271,12.271,0.6112
51740,2599,2.599,94398,94.398,2.7532
51750,746,0.746,18249,18.249,4.0879
51760,4683,4.683,230436,230.436,2.0322
51770,1801,1.801,99143,99.143,1.8166
51775,277,0.277,25301,25.301,1.0948
51790,270,0.27,24932,24.932,1.0829
51800,1984,1.984,92108,92.108,2.1540
51810,6957,6.957,449974,449.974,1.5461
51820,277,0.277,22630,22.63,1.2240
51830,185,0.185,14954,14.954,1.2371
51840,510,0.51,28078,28.078,1.8164
53001,870,0.87,19983,19.983,4.3537
53003,125,0.125,22582,22.582,0.5535
53005,4606,4.606,204390,204.39,2.2535
53007,1853,1.853,77200,77.2,2.4003
53009,235,0.235,77331,77.331,0.3039
53011,3356,3.356,488241,488.241,0.6874
53013,14,0.014,3985,3.985,0.3513
53015,688,0.688,110593,110.593,0.6221
53017,1191,1.191,43429,43.429,2.7424
53019,30,0.03,7627,7.627,0.3933
53021,4344,4.344,95222,95.222,4.5620
53023,13,0.013,2225,2.225,0.5843
53025,2988,2.988,97733,97.733,3.0573
53027,527,0.527,75061,75.061,0.7021
53029,315,0.315,85141,85.141,0.3700
53031,71,0.071,32221,32.221,0.2204
53033,22529,22.529,2252782,2252.782,1.0001
53035,1231,1.231,271473,271.473,0.4535
53037,545,0.545,47935,47.935,1.1370
53039,195,0.195,22425,22.425,0.8696
53041,557,0.557,80707,80.707,0.6902
53043,51,0.051,10939,10.939,0.4662
53045,413,0.413,66768,66.768,0.6186
53047,1057,1.057,42243,42.243,2.5022
53049,86,0.086,22471,22.471,0.3827
53051,68,0.068,13724,13.724,0.4955
53053,8116,8.116,904980,904.98,0.8968
53055,29,0.029,17582,17.582,0.1649
53057,1117,1.117,129205,129.205,0.8645
53059,65,0.065,12083,12.083,0.5379
53061,7035,7.035,822083,822.083,0.8558
53063,7079,7.079,522798,522.798,1.3541
53065,183,0.183,45723,45.723,0.4002
53067,1133,1.133,290536,290.536,0.3900
53069,6,0.006,4488,4.488,0.1337
53071,917,0.917,60760,60.76,1.5092
53073,1370,1.37,229247,229.247,0.5976
53075,1336,1.336,50104,50.104,2.6665
53077,11442,11.442,250873,250.873,4.5609
54001,83,0.083,16441,16.441,0.5048
54003,1049,1.049,119171,119.171,0.8802
54005,240,0.24,21457,21.457,1.1185
54007,13,0.013,13957,13.957,0.0931
54009,114,0.114,21939,21.939,0.5196
54011,858,0.858,91945,91.945,0.9332
54013,25,0.025,7109,7.109,0.3517
54015,37,0.037,8508,8.508,0.4349
54017,28,0.028,8448,8.448,0.3314
54019,634,0.634,42406,42.406,1.4951
54021,48,0.048,7823,7.823,0.6136
54023,162,0.162,11568,11.568,1.4004
54025,129,0.129,34662,34.662,0.3722
54027,109,0.109,23175,23.175,0.4703
54029,150,0.15,28810,28.81,0.5207
54031,92,0.092,13776,13.776,0.6678
54033,402,0.402,67256,67.256,0.5977
54035,278,0.278,28576,28.576,0.9728
54037,439,0.439,57146,57.146,0.7682
54039,2772,2.772,178124,178.124,1.5562
54041,38,0.038,15907,15.907,0.2389
54043,179,0.179,20409,20.409,0.8771
54045,627,0.627,32019,32.019,1.9582
54047,90,0.09,17624,17.624,0.5107
54049,292,0.292,56072,56.072,0.5208
54051,182,0.182,30531,30.531,0.5961
54053,144,0.144,26516,26.516,0.5431
54055,430,0.43,58758,58.758,0.7318
54057,174,0.174,26868,26.868,0.6476
54059,392,0.392,23424,23.424,1.6735
54061,2059,2.059,105612,105.612,1.9496
54063,151,0.151,13275,13.275,1.1375
54065,58,0.058,17884,17.884,0.3243
54067,114,0.114,24496,24.496,0.4654
54069,375,0.375,41411,41.411,0.9056
54071,53,0.053,6969,6.969,0.7605
54073,18,0.018,7460,7.46,0.2413
54075,59,0.059,8247,8.247,0.7154
54077,158,0.158,33432,33.432,0.4726
54079,590,0.59,56450,56.45,1.0452
54081,538,0.538,73361,73.361,0.7334
54083,259,0.259,28695,28.695,0.9026
54085,13,0.013,9554,9.554,0.1361
54087,55,0.055,13688,13.688,0.4018
54089,56,0.056,12573,12.573,0.4454
54091,131,0.131,16695,16.695,0.7847
54093,37,0.037,6839,6.839,0.5410
54095,16,0.016,8591,8.591,0.1862
54097,91,0.091,24176,24.176,0.3764
54099,407,0.407,39402,39.402,1.0329
54101,7,0.007,8114,8.114,0.0863
54103,61,0.061,15065,15.065,0.4049
54105,12,0.012,5821,5.821,0.2062
54107,375,0.375,83518,83.518,0.4490
54109,121,0.121,20394,20.394,0.5933
55001,281,0.281,20220,20.22,1.3897
55003,143,0.143,15562,15.562,0.9189
55005,521,0.521,45244,45.244,1.1515
55007,129,0.129,15036,15.036,0.8579
55009,9980,9.98,264542,264.542,3.7726
55011,151,0.151,13031,13.031,1.1588
55013,216,0.216,15414,15.414,1.4013
55015,1384,1.384,50089,50.089,2.7631
55017,623,0.623,64658,64.658,0.9635
55019,476,0.476,34774,34.774,1.3688
55021,749,0.749,57532,57.532,1.3019
55023,188,0.188,16131,16.131,1.1655
55025,10672,10.672,546695,546.695,1.9521
55027,2043,2.043,87839,87.839,2.3258
55029,412,0.412,27668,27.668,1.4891
55031,527,0.527,43150,43.15,1.2213
55033,658,0.658,45368,45.368,1.4504
55035,2038,2.038,104646,104.646,1.9475
55037,99,0.099,4295,4.295,2.3050
55039,2351,2.351,103403,103.403,2.2736
55041,300,0.3,9004,9.004,3.3319
55043,1155,1.155,51439,51.439,2.2454
55045,587,0.587,36960,36.96,1.5882
55047,378,0.378,18913,18.913,1.9986
55049,222,0.222,23678,23.678,0.9376
55051,150,0.15,5687,5.687,2.6376
55053,168,0.168,20643,20.643,0.8138
55055,1621,1.621,84769,84.769,1.9123
55057,432,0.432,26687,26.687,1.6188
55059,4026,4.026,169561,169.561,2.3744
55061,634,0.634,20434,20.434,3.1027
55063,3351,3.351,118016,118.016,2.8394
55065,338,0.338,16665,16.665,2.0282
55067,237,0.237,19189,19.189,1.2351
55069,274,0.274,27593,27.593,0.9930
55071,1359,1.359,78981,78.981,1.7207
55073,1740,1.74,135692,135.692,1.2823
55075,1055,1.055,40350,40.35,2.6146
55077,321,0.321,15574,15.574,2.0611
55078,99,0.099,4556,4.556,2.1730
55079,31280,31.28,945726,945.726,3.3075
55081,609,0.609,46253,46.253,1.3167
55083,1081,1.081,37930,37.93,2.8500
55085,526,0.526,35595,35.595,1.4777
55087,5333,5.333,187885,187.885,2.8384
55089,1507,1.507,89221,89.221,1.6891
55091,70,0.07,7287,7.287,0.9606
55093,702,0.702,42754,42.754,1.6420
55095,273,0.273,43783,43.783,0.6235
55097,1585,1.585,70772,70.772,2.2396
55099,138,0.138,13351,13.351,1.0336
55101,5557,5.557,196311,196.311,2.8307
55103,179,0.179,17252,17.252,1.0376
55105,2864,2.864,163354,163.354,1.7532
55107,73,0.073,14178,14.178,0.5149
55109,1034,1.034,90687,90.687,1.1402
55111,1023,1.023,64442,64.442,1.5875
55113,229,0.229,16558,16.558,1.3830
55115,1087,1.087,40899,40.899,2.6578
55117,2042,2.042,115340,115.34,1.7704
55119,209,0.209,20343,20.343,1.0274
55121,705,0.705,29649,29.649,2.3778
55123,262,0.262,30822,30.822,0.8500
55125,250,0.25,22195,22.195,1.1264
55127,2803,2.803,103868,103.868,2.6986
55129,122,0.122,15720,15.72,0.7761
55131,2833,2.833,136034,136.034,2.0826
55133,8512,8.512,404198,404.198,2.1059
55135,1321,1.321,50990,50.99,2.5907
55137,419,0.419,24443,24.443,1.7142
55139,4479,4.479,171907,171.907,2.6055
55141,928,0.928,72999,72.999,1.2713
56001,589,0.589,38880,38.88,1.5149
56003,64,0.064,11790,11.79,0.5428
56005,341,0.341,46341,46.341,0.7358
56007,233,0.233,14800,14.8,1.5743
56009,145,0.145,13822,13.822,1.0491
56011,47,0.047,7584,7.584,0.6197
56013,751,0.751,39261,39.261,1.9128
56015,107,0.107,13211,13.211,0.8099
56017,38,0.038,4413,4.413,0.8611
56019,42,0.042,8445,8.445,0.4973
56021,725,0.725,99500,99.5,0.7286
56023,216,0.216,19830,19.83,1.0893
56025,626,0.626,79858,79.858,0.7839
56027,4,0.004,2356,2.356,0.1698
56029,252,0.252,29194,29.194,0.8632
56031,38,0.038,8393,8.393,0.4528
56033,304,0.304,30485,30.485,0.9972
56035,117,0.117,9831,9.831,1.1901
56037,342,0.342,42343,42.343,0.8077
56039,591,0.591,23464,23.464,2.5188
56041,356,0.356,20226,20.226,1.7601
56043,116,0.116,7805,7.805,1.4862
56045,39,0.039,6927,6.927,0.5630
