FIPSCode,State,A3a,participated,percentage_participated
43090,WI,5305,4364,0.82
43125,WI,562,480,0.85
43300,WI,998,760,0.76
43325,WI,323,260,0.80
43350,WI,481,387,0.80
43400,WI,1014,841,0.83
43425,WI,168,138,0.82
43475,WI,717,596,0.83
43500,WI,1001,843,0.84
43650,WI,618,527,0.85
43675,WI,779,666,0.85
43700,WI,309,227,0.73
43775,WI,814,692,0.85
43825,WI,313,238,0.76
43850,WI,855,732,0.86
43875,WI,613,519,0.85
43900,WI,194,173,0.89
43925,WI,1685,1424,0.85
44050,WI,442,353,0.80
44075,WI,371,318,0.86
44125,WI,759,630,0.83
44150,WI,2051,1769,0.86
44225,WI,119,91,0.76
44250,WI,213,182,0.85
44275,WI,219,183,0.84
44300,WI,141,125,0.89
44325,WI,214,173,0.81
44350,WI,735,587,0.80
44375,WI,653,514,0.79
44425,WI,576,486,0.84
44450,WI,541,442,0.82
44475,WI,1519,1257,0.83
44500,WI,436,324,0.74
44525,WI,1973,1612,0.82
44550,WI,1101,959,0.87
44575,WI,1000,823,0.82
44625,WI,285,231,0.81
44650,WI,472,382,0.81
44675,WI,483,402,0.83
44750,WI,1629,1335,0.82
44800,WI,791,676,0.85
44825,WI,598,499,0.83
44850,WI,7733,6620,0.86
44900,WI,669,559,0.84
44950,WI,6785,5520,0.81
44975,WI,878,701,0.80
45025,WI,164,142,0.87
45150,WI,267,223,0.84
45175,WI,663,562,0.85
45275,WI,3399,2855,0.84
45300,WI,887,738,0.83
45325,WI,380,290,0.76
45350,WI,2096,1773,0.85
45375,WI,2375,2015,0.85
45400,WI,183,153,0.84
45425,WI,269,208,0.77
45475,WI,1524,1217,0.80
45500,WI,775,654,0.84
45575,WI,499,379,0.76
45625,WI,135,112,0.83
45650,WI,488,408,0.84
45700,WI,286,228,0.80
45775,WI,198,163,0.82
45950,WI,214,169,0.79
45975,WI,715,591,0.83
46050,WI,747,624,0.84
46075,WI,704,567,0.81
46100,WI,308,253,0.82
46150,WI,75,53,0.71
46175,WI,518,416,0.80
46200,WI,722,573,0.79
46225,WI,652,525,0.81
46275,WI,713,594,0.83
46400,WI,1532,1269,0.83
46425,WI,1011,849,0.84
46525,WI,805,624,0.78
46575,WI,985,0,0.00
46600,WI,270,155,0.57
46625,WI,325,256,0.79
46650,WI,95,81,0.85
46675,WI,88,71,0.81
46725,WI,2341,1888,0.81
46850,WI,5920,4987,0.84
46875,WI,361,286,0.79
46900,WI,215,192,0.89
46925,WI,214,174,0.81
46975,WI,1438,1199,0.83
47025,WI,426,352,0.83
48000,WI,205439,151682,0.74
48025,WI,3529,2472,0.70
48150,WI,491,405,0.82
48175,WI,96,82,0.85
48200,WI,401,339,0.85
48225,WI,1729,1469,0.85
48250,WI,563,468,0.83
48350,WI,696,529,0.76
48400,WI,443,359,0.81
48425,WI,498,400,0.80
48462,WI,589,499,0.85
48500,WI,19313,15385,0.80
48525,WI,700,594,0.85
48575,WI,1736,1443,0.83
48725,WI,481,394,0.82
48750,WI,1215,1059,0.87
48775,WI,398,319,0.80
48825,WI,598,487,0.81
48875,WI,535,449,0.84
48900,WI,589,492,0.84
48925,WI,217,174,0.80
48950,WI,602,482,0.80
49000,WI,453,367,0.81
49075,WI,700,604,0.86
49100,WI,1011,857,0.85
49150,WI,628,525,0.84
49200,WI,261,212,0.81
49250,WI,213,174,0.82
49275,WI,330,266,0.81
49300,WI,6118,4529,0.74
49350,WI,317,225,0.71
49375,WI,295,247,0.84
49400,WI,663,550,0.83
49425,WI,1433,1189,0.83
49450,WI,887,693,0.78
49500,WI,118,89,0.75
49525,WI,357,282,0.79
49575,WI,2082,1547,0.74
49600,WI,374,302,0.81
49625,WI,257,208,0.81
49650,WI,741,651,0.88
49675,WI,11577,9528,0.82
49700,WI,505,446,0.88
49775,WI,819,682,0.83
49900,WI,50,42,0.84
49925,WI,198,170,0.86
49975,WI,608,518,0.85
50000,WI,188,148,0.79
50025,WI,2147,1610,0.75
50075,WI,224,180,0.80
50175,WI,448,356,0.79
50200,WI,3259,2609,0.80
50225,WI,1164,943,0.81
50250,WI,800,653,0.82
50275,WI,180,148,0.82
50300,WI,100,79,0.79
50350,WI,469,383,0.82
50400,WI,1179,980,0.83
50425,WI,2449,2010,0.82
50450,WI,1544,1305,0.85
50475,WI,894,759,0.85
50625,WI,997,858,0.86
50650,WI,708,563,0.80
50700,WI,391,302,0.77
50750,WI,343,272,0.79
50775,WI,265,227,0.86
50800,WI,49,38,0.78
50825,WI,10581,8449,0.80
50850,WI,4457,3627,0.81
50975,WI,2107,1330,0.63
51000,WI,26544,22618,0.85
51025,WI,11365,7655,0.67
51050,WI,2143,1755,0.82
51125,WI,328,247,0.75
51150,WI,19258,15823,0.82
51200,WI,1222,1008,0.82
51250,WI,5178,4092,0.79
51275,WI,1951,1621,0.83
51300,WI,326,243,0.75
51325,WI,335,283,0.84
51350,WI,790,685,0.87
51375,WI,2306,1974,0.86
51400,WI,6347,5422,0.85
51425,WI,104,86,0.83
51450,WI,464,402,0.87
51537,WI,547,450,0.82
51575,WI,14846,12042,0.81
51600,WI,4809,4109,0.85
51725,WI,347,276,0.80
51850,WI,750,635,0.85
51875,WI,176,140,0.80
51900,WI,407,352,0.86
52050,WI,114,95,0.83
52075,WI,488,390,0.80
52100,WI,829,689,0.83
52150,WI,104,95,0.91
52175,WI,422,340,0.81
52200,WI,3675,2966,0.81
52225,WI,2060,1701,0.83
53000,WI,352808,247536,0.70
53100,WI,1721,1379,0.80
53125,WI,598,489,0.82
53225,WI,3848,3130,0.81
53250,WI,292,220,0.75
53275,WI,719,575,0.80
53325,WI,915,742,0.81
53350,WI,818,692,0.85
53375,WI,884,724,0.82
53450,WI,191,165,0.86
53550,WI,208,172,0.83
53600,WI,1560,1174,0.75
53625,WI,318,253,0.80
53662,WI,185,157,0.85
53675,WI,6496,5530,0.85
53725,WI,287,240,0.84
53750,WI,6162,5038,0.82
53775,WI,846,723,0.85
53850,WI,183,140,0.77
53875,WI,885,678,0.77
53900,WI,746,599,0.80
53950,WI,405,329,0.81
54000,WI,784,637,0.81
54025,WI,76,69,0.91
54050,WI,907,800,0.88
54075,WI,554,431,0.78
54100,WI,814,711,0.87
54200,WI,675,576,0.85
54250,WI,270,226,0.84
54300,WI,1059,881,0.83
54400,WI,365,303,0.83
54425,WI,409,341,0.83
54475,WI,562,492,0.88
54500,WI,2824,2274,0.81
54525,WI,1523,1265,0.83
54600,WI,313,261,0.83
54630,WI,593,476,0.80
54650,WI,350,304,0.87
54675,WI,98,84,0.86
54700,WI,132,107,0.81
54725,WI,4901,4145,0.85
54775,WI,320,273,0.85
54825,WI,830,706,0.85
54850,WI,394,329,0.84
54875,WI,19104,15241,0.80
54900,WI,108,88,0.81
55025,WI,1977,1701,0.86
55050,WI,5189,4353,0.84
55075,WI,5747,4911,0.85
55175,WI,172,130,0.76
55200,WI,642,520,0.81
55225,WI,405,305,0.75
55275,WI,17957,15454,0.86
55375,WI,263,239,0.91
55450,WI,439,372,0.85
55500,WI,1469,1247,0.85
55550,WI,1038,876,0.84
55575,WI,766,586,0.77
55675,WI,267,240,0.90
55700,WI,485,388,0.80
55725,WI,1436,1177,0.82
55750,WI,16756,13513,0.81
55775,WI,2604,2210,0.85
55800,WI,1432,1073,0.75
55850,WI,949,876,0.92
55875,WI,1392,1107,0.80
55950,WI,213,175,0.82
55975,WI,388,315,0.81
56000,WI,113,97,0.86
56075,WI,409,342,0.84
56100,WI,500,441,0.88
56125,WI,241,199,0.83
56150,WI,414,341,0.82
56200,WI,621,508,0.82
56325,WI,1082,885,0.82
56350,WI,296,230,0.78
56375,WI,29785,25216,0.85
56425,WI,2063,1759,0.85
56450,WI,805,656,0.81
56525,WI,537,404,0.75
56575,WI,1119,948,0.85
56625,WI,317,240,0.76
56700,WI,1480,1225,0.83
56725,WI,970,824,0.85
56750,WI,440,344,0.78
56775,WI,428,332,0.78
56800,WI,2014,1651,0.82
56825,WI,941,809,0.86
56850,WI,576,490,0.85
56900,WI,761,612,0.80
56925,WI,3916,3119,0.80
56950,WI,109,99,0.91
57025,WI,469,392,0.84
57100,WI,5294,4065,0.77
57200,WI,1536,1317,0.86
57225,WI,293,244,0.83
57325,WI,986,714,0.72
57350,WI,620,508,0.82
57375,WI,147,114,0.78
57450,WI,1052,861,0.82
57600,WI,626,534,0.85
57700,WI,192,157,0.82
57775,WI,322,274,0.85
57975,WI,433,359,0.83
58000,WI,2904,2393,0.82
58025,WI,376,292,0.78
58050,WI,2815,2241,0.80
58125,WI,318,268,0.84
58400,WI,1592,1331,0.84
58575,WI,241,210,0.87
58600,WI,5673,4823,0.85
58700,WI,628,528,0.84
58800,WI,22170,17868,0.81
58850,WI,140,117,0.84
58875,WI,448,378,0.84
58900,WI,747,601,0.80
58925,WI,466,387,0.83
58950,WI,602,494,0.82
59000,WI,687,576,0.84
59025,WI,1608,1304,0.81
59075,WI,712,584,0.82
59100,WI,824,675,0.82
59125,WI,2249,1865,0.83
59225,WI,282,242,0.86
59250,WI,11580,9816,0.85
59275,WI,6679,5724,0.86
59300,WI,453,360,0.79
59350,WI,2536,2029,0.80
59375,WI,883,751,0.85
59400,WI,1566,1243,0.79
59425,WI,803,667,0.83
59475,WI,103,84,0.82
59525,WI,496,415,0.84
59600,WI,196,167,0.85
59800,WI,316,254,0.80
59850,WI,284,243,0.86
59875,WI,2160,1763,0.82
59900,WI,1563,1350,0.86
59925,WI,12495,10051,0.80
59950,WI,4190,3339,0.80
60000,WI,2485,1954,0.79
60075,WI,250,194,0.78
60100,WI,2138,1868,0.87
60150,WI,313,32,0.10
60200,WI,7247,6017,0.83
60225,WI,2455,2141,0.87
60250,WI,867,668,0.77
60275,WI,107,93,0.87
60350,WI,318,275,0.86
60400,WI,843,714,0.85
60425,WI,1301,1099,0.84
60450,WI,1631,1202,0.74
60475,WI,2014,1628,0.81
60500,WI,41069,31721,0.77
60525,WI,1908,1634,0.86
60575,WI,1084,870,0.80
60687,WI,479,399,0.83
60700,WI,2954,2529,0.86
60725,WI,301,259,0.86
60750,WI,302,254,0.84
60775,WI,405,341,0.84
60825,WI,549,437,0.80
60875,WI,312,256,0.82
60900,WI,596,483,0.81
60925,WI,1945,1618,0.83
60962,WI,910,709,0.78
60975,WI,1888,1432,0.76
61025,WI,1136,905,0.80
61050,WI,935,768,0.82
61100,WI,1318,1032,0.78
61150,WI,461,381,0.83
61175,WI,1103,934,0.85
61200,WI,1310,1074,0.82
61250,WI,861,683,0.79
61325,WI,410,351,0.86
61375,WI,71,56,0.79
61425,WI,107,94,0.88
61450,WI,195,174,0.89
61525,WI,219,178,0.81
61600,WI,126,95,0.75
61625,WI,1868,1531,0.82
61700,WI,584,498,0.85
61775,WI,570,433,0.76
61825,WI,145,103,0.71
61900,WI,948,803,0.85
61925,WI,509,410,0.81
61950,WI,517,409,0.79
62050,WI,576,492,0.85
62100,WI,88,77,0.88
62125,WI,148,125,0.84
62175,WI,1919,1501,0.78
62200,WI,2778,2304,0.83
62240,WI,11364,9482,0.83
62250,WI,5680,4650,0.82
62425,WI,993,792,0.80
62450,WI,831,644,0.77
62600,WI,60,52,0.87
62625,WI,534,448,0.84
62650,WI,447,366,0.82
62675,WI,236,191,0.81
62700,WI,175,142,0.81
62825,WI,470,376,0.80
62925,WI,1919,1634,0.85
62950,WI,1312,1098,0.84
63000,WI,778,631,0.81
63075,WI,1931,1653,0.86
63100,WI,542,429,0.79
63125,WI,491,410,0.84
63150,WI,462,374,0.81
63175,WI,318,259,0.81
63250,WI,8764,6163,0.70
63275,WI,998,810,0.81
63300,WI,13805,11232,0.81
63375,WI,2473,2109,0.85
63400,WI,2537,2195,0.87
63425,WI,334,277,0.83
63500,WI,426,352,0.83
63525,WI,8002,6504,0.81
63550,WI,1064,882,0.83
63600,WI,356,293,0.82
63625,WI,435,380,0.87
63650,WI,400,304,0.76
63675,WI,855,693,0.81
63700,WI,5419,4425,0.82
63725,WI,2264,1916,0.85
63825,WI,709,577,0.81
63875,WI,2948,2569,0.87
63975,WI,424,347,0.82
64050,WI,29,24,0.83
64100,WI,5346,4083,0.76
64175,WI,1139,976,0.86
64200,WI,839,706,0.84
64225,WI,715,608,0.85
64275,WI,1289,1064,0.83
64375,WI,706,592,0.84
64425,WI,472,397,0.84
64450,WI,8052,6627,0.82
64475,WI,1155,964,0.83
64512,WI,340,266,0.78
64625,WI,459,363,0.79
64650,WI,540,428,0.79
64675,WI,174,146,0.84
64750,WI,194,152,0.78
64775,WI,849,684,0.81
64875,WI,885,754,0.85
64900,WI,1592,1242,0.78
64975,WI,604,488,0.81
65050,WI,3094,2420,0.78
65075,WI,594,486,0.82
65100,WI,2841,2331,0.82
65125,WI,751,654,0.87
65150,WI,245,192,0.78
65175,WI,358,276,0.77
65200,WI,1007,866,0.86
65325,WI,343,280,0.82
65350,WI,282,241,0.85
65375,WI,2933,2176,0.74
65425,WI,628,547,0.87
65450,WI,849,709,0.84
65500,WI,525,428,0.82
65550,WI,153,134,0.88
65575,WI,518,452,0.87
65600,WI,786,607,0.77
65625,WI,1059,880,0.83
65675,WI,1978,1595,0.81
65700,WI,219,180,0.82
65825,WI,814,660,0.81
66000,WI,41824,30837,0.74
66050,WI,111,84,0.76
66075,WI,291,232,0.80
66125,WI,2217,1719,0.78
66150,WI,1064,865,0.81
66175,WI,483,418,0.87
66200,WI,1069,890,0.83
66275,WI,496,418,0.84
66375,WI,2909,2450,0.84
66450,WI,218,172,0.79
66550,WI,1517,1241,0.82
66625,WI,533,402,0.75
66700,WI,994,820,0.82
66750,WI,583,444,0.76
66800,WI,5267,4153,0.79
66825,WI,790,666,0.84
66875,WI,677,557,0.82
66900,WI,405,314,0.78
66950,WI,797,689,0.86
67000,WI,186,148,0.80
67025,WI,238,188,0.79
67100,WI,140,103,0.74
67150,WI,1677,1448,0.86
67200,WI,4555,3387,0.74
67250,WI,652,560,0.86
67275,WI,479,356,0.74
67300,WI,482,384,0.80
67325,WI,5154,4423,0.86
67350,WI,5065,3956,0.78
67375,WI,1908,1609,0.84
67425,WI,106,87,0.82
67475,WI,8856,7792,0.88
67500,WI,974,843,0.87
67550,WI,279,237,0.85
67575,WI,814,658,0.81
67600,WI,148,111,0.75
67625,WI,2961,2220,0.75
67650,WI,2339,1908,0.82
67675,WI,1287,1050,0.82
67725,WI,1264,1020,0.81
67775,WI,331,248,0.75
67800,WI,135,114,0.84
67850,WI,315,253,0.80
67875,WI,418,324,0.78
67900,WI,417,355,0.85
67950,WI,571,487,0.85
68075,WI,1207,1047,0.87
68100,WI,716,559,0.78
68175,WI,4828,3687,0.76
68200,WI,935,794,0.85
68275,WI,10157,7575,0.75
68300,WI,1727,1412,0.82
68325,WI,1409,1168,0.83
68400,WI,608,502,0.83
68475,WI,1090,821,0.75
68550,WI,2699,2256,0.84
68600,WI,1860,1439,0.77
68625,WI,567,489,0.86
68675,WI,463,373,0.81
68700,WI,650,543,0.84
68725,WI,131,106,0.81
68775,WI,291,233,0.80
68825,WI,439,365,0.83
68875,WI,1274,1106,0.87
68900,WI,376,313,0.83
68925,WI,622,533,0.86
68975,WI,225,170,0.76
69175,WI,948,793,0.84
69275,WI,2338,1980,0.85
69325,WI,129,109,0.84
69400,WI,225,175,0.78
69425,WI,425,367,0.86
69525,WI,689,580,0.84
69550,WI,470,405,0.86
69575,WI,307,249,0.81
69625,WI,97,73,0.75
69725,WI,3610,2966,0.82
69750,WI,830,672,0.81
69850,WI,1295,1096,0.85
69900,WI,944,786,0.83
69962,WI,1564,1363,0.87
69975,WI,292,222,0.76
70000,WI,295,254,0.86
70025,WI,747,645,0.86
70125,WI,1080,908,0.84
70200,WI,355,291,0.82
70225,WI,301,248,0.82
70275,WI,400,319,0.80
70300,WI,868,550,0.63
70325,WI,395,308,0.78
70350,WI,242,26,0.11
70400,WI,1527,1300,0.85
70500,WI,372,323,0.87
70550,WI,1502,1114,0.74
70575,WI,811,673,0.83
70650,WI,6280,5092,0.81
70725,WI,1590,1321,0.83
70825,WI,3028,2462,0.81
70900,WI,465,391,0.84
70925,WI,275,231,0.84
71025,WI,440,352,0.80
71125,WI,7644,5883,0.77
71150,WI,325,260,0.80
71275,WI,588,511,0.87
71350,WI,718,502,0.70
71425,WI,362,304,0.84
71450,WI,359,292,0.81
71500,WI,667,538,0.81
71600,WI,3316,2796,0.84
71637,WI,270,234,0.87
71650,WI,2332,1879,0.81
71700,WI,2864,2290,0.80
71725,WI,1366,1206,0.88
71825,WI,716,612,0.85
71875,WI,260,215,0.83
71975,WI,222,170,0.77
72000,WI,752,636,0.85
72075,WI,1352,1149,0.85
72100,WI,581,480,0.83
72125,WI,280,233,0.83
72150,WI,1427,1134,0.79
72200,WI,2663,2285,0.86
72225,WI,493,411,0.83
72250,WI,416,343,0.82
72275,WI,287,242,0.84
72300,WI,958,97,0.10
72325,WI,58,46,0.79
72350,WI,1278,1086,0.85
72450,WI,130,102,0.78
72500,WI,565,464,0.82
72525,WI,274,230,0.84
72550,WI,348,282,0.81
72575,WI,754,657,0.87
72600,WI,2213,1881,0.85
72625,WI,213,166,0.78
72675,WI,2306,1992,0.86
72700,WI,202,165,0.82
72725,WI,2152,1704,0.79
72750,WI,756,632,0.84
72825,WI,87,67,0.77
72850,WI,1428,1232,0.86
72875,WI,855,668,0.78
72900,WI,593,494,0.83
72925,WI,4897,3779,0.77
72975,WI,26793,21309,0.80
73000,WI,5502,4673,0.85
73025,WI,5594,4602,0.82
73050,WI,1185,1030,0.87
73125,WI,3586,3018,0.84
73150,WI,284,221,0.78
73175,WI,132,101,0.77
73200,WI,957,748,0.78
73300,WI,293,246,0.84
73350,WI,408,327,0.80
73375,WI,608,515,0.85
73400,WI,246,202,0.82
73425,WI,1056,903,0.86
73475,WI,519,429,0.83
73525,WI,2152,1851,0.86
73550,WI,176,151,0.86
73575,WI,397,349,0.88
73600,WI,389,323,0.83
73625,WI,551,418,0.76
73725,WI,10713,8552,0.80
73750,WI,1748,1472,0.84
73825,WI,692,518,0.75
73850,WI,213,161,0.76
73875,WI,621,518,0.83
73900,WI,668,598,0.90
73975,WI,387,330,0.85
74025,WI,1573,1216,0.77
74125,WI,377,297,0.79
74175,WI,457,363,0.79
74200,WI,659,529,0.80
74225,WI,815,676,0.83
74250,WI,300,250,0.83
74400,WI,3554,2953,0.83
74450,WI,558,451,0.81
74550,WI,323,251,0.78
74575,WI,490,383,0.78
74600,WI,731,602,0.82
74625,WI,5539,4333,0.78
74650,WI,713,565,0.79
74675,WI,1555,1167,0.75
74700,WI,2882,2350,0.82
74725,WI,89,69,0.78
74975,WI,84,69,0.82
75075,WI,436,325,0.75
75125,WI,12894,10377,0.80
75275,WI,257,198,0.77
75325,WI,5135,3826,0.75
75350,WI,1891,1573,0.83
75400,WI,1154,906,0.79
75425,WI,943,805,0.85
75450,WI,331,291,0.88
75525,WI,210,180,0.86
75625,WI,1551,1137,0.73
75650,WI,533,450,0.84
75750,WI,1066,914,0.86
75800,WI,320,262,0.82
75850,WI,1468,1245,0.85
75875,WI,2002,1657,0.83
75900,WI,284,226,0.80
75925,WI,547,464,0.85
75950,WI,612,502,0.82
76025,WI,1117,917,0.82
76050,WI,1192,1001,0.84
76075,WI,562,469,0.83
76100,WI,400,333,0.83
76175,WI,1577,1361,0.86
76225,WI,353,311,0.88
76250,WI,461,391,0.85
76300,WI,882,708,0.80
76325,WI,499,416,0.83
76350,WI,793,658,0.83
76400,WI,961,795,0.83
76450,WI,562,473,0.84
76550,WI,452,387,0.86
76600,WI,1640,1322,0.81
76625,WI,1166,928,0.80
76650,WI,525,435,0.83
76675,WI,623,510,0.82
76725,WI,244,212,0.87
76825,WI,416,320,0.77
76850,WI,2407,1924,0.80
76975,WI,478,380,0.79
77000,WI,2301,1881,0.82
77050,WI,436,339,0.78
77075,WI,369,306,0.83
77100,WI,310,248,0.80
77150,WI,1794,1490,0.83
77175,WI,75,52,0.69
77200,WI,18946,14003,0.74
77300,WI,956,822,0.86
77350,WI,163,116,0.71
77400,WI,477,395,0.83
77425,WI,1106,935,0.85
77475,WI,63,57,0.90
77500,WI,168,146,0.87
77537,WI,2109,1795,0.85
77550,WI,551,428,0.78
77650,WI,361,294,0.81
77675,WI,9011,7157,0.79
77750,WI,961,816,0.85
77775,WI,184,167,0.91
77800,WI,773,614,0.79
77825,WI,648,510,0.79
77850,WI,399,318,0.80
77875,WI,6016,468,0.08
77900,WI,616,525,0.85
77925,WI,3490,2723,0.78
77975,WI,8526,7379,0.87
78075,WI,1341,1146,0.85
78100,WI,2642,2222,0.84
78175,WI,446,365,0.82
78200,WI,1619,1339,0.83
78275,WI,736,603,0.82
78300,WI,415,319,0.77
78325,WI,116,98,0.84
78375,WI,3487,3028,0.87
78450,WI,498,394,0.79
78475,WI,617,530,0.86
78500,WI,519,441,0.85
78525,WI,493,393,0.80
78600,WI,20772,16814,0.81
78625,WI,1644,1389,0.84
78650,WI,16702,12474,0.75
78660,WI,492,402,0.82
78675,WI,1576,1288,0.82
78725,WI,290,212,0.73
78750,WI,7316,6304,0.86
78775,WI,563,434,0.77
78825,WI,252,207,0.82
78875,WI,657,572,0.87
78950,WI,186,146,0.78
78975,WI,1775,1471,0.83
79125,WI,3284,2854,0.87
79150,WI,227,185,0.81
79250,WI,230,181,0.79
79350,WI,1171,995,0.85
79375,WI,879,729,0.83
79425,WI,728,629,0.86
79475,WI,2437,2089,0.86
79575,WI,506,432,0.85
79625,WI,967,751,0.78
79650,WI,390,305,0.78
79700,WI,1886,1585,0.84
79775,WI,427,341,0.80
79825,WI,456,360,0.79
79875,WI,1015,880,0.87
79975,WI,123,106,0.86
80075,WI,5020,3923,0.78
80100,WI,899,740,0.82
80125,WI,2114,1624,0.77
80150,WI,328,286,0.87
80225,WI,61,57,0.93
80325,WI,813,681,0.84
80375,WI,619,518,0.84
80450,WI,706,576,0.82
80475,WI,1125,904,0.80
80500,WI,1254,1017,0.81
80525,WI,866,746,0.86
80550,WI,1302,982,0.75
80575,WI,3434,2967,0.86
80700,WI,1160,944,0.81
80750,WI,173,142,0.82
80800,WI,3854,3254,0.84
80825,WI,529,455,0.86
80875,WI,1778,1518,0.85
80950,WI,178,150,0.84
81050,WI,1717,1437,0.84
81075,WI,551,415,0.75
81100,WI,368,301,0.82
81250,WI,3547,2727,0.77
81300,WI,272,230,0.85
81325,WI,6613,5322,0.80
81350,WI,1206,999,0.83
81475,WI,528,424,0.80
81500,WI,256,209,0.82
81525,WI,733,618,0.84
81550,WI,1780,1473,0.83
81600,WI,379,323,0.85
81650,WI,1215,983,0.81
81675,WI,285,239,0.84
81700,WI,484,388,0.80
81725,WI,124,95,0.77
81775,WI,3047,2390,0.78
81825,WI,370,311,0.84
81850,WI,218,183,0.84
81875,WI,345,290,0.84
81950,WI,567,498,0.88
82100,WI,421,345,0.82
82175,WI,953,814,0.85
82200,WI,613,519,0.85
82375,WI,430,349,0.81
82400,WI,1112,932,0.84
82525,WI,663,553,0.83
82575,WI,5801,5058,0.87
82600,WI,8909,7475,0.84
82625,WI,1501,1300,0.87
82650,WI,356,304,0.85
82750,WI,1087,925,0.85
82825,WI,156,127,0.81
82875,WI,1364,1212,0.89
82900,WI,369,280,0.76
82925,WI,2854,2255,0.79
82950,WI,1185,970,0.82
83025,WI,664,471,0.71
83050,WI,474,397,0.84
83100,WI,361,296,0.82
83150,WI,307,261,0.85
83175,WI,2080,1759,0.85
83250,WI,1575,1235,0.78
83275,WI,1111,905,0.81
83350,WI,289,240,0.83
83400,WI,1200,994,0.83
83425,WI,403,335,0.83
83450,WI,278,215,0.77
83512,WI,624,494,0.79
83525,WI,1506,1220,0.81
83550,WI,398,348,0.87
83575,WI,182,146,0.80
83600,WI,684,561,0.82
83612,WI,5157,4408,0.85
83625,WI,532,454,0.85
83650,WI,374,325,0.87
83675,WI,251,221,0.88
83700,WI,455,374,0.82
83725,WI,1229,1007,0.82
83750,WI,1230,1039,0.84
83825,WI,3579,2954,0.83
83850,WI,4486,3810,0.85
83900,WI,335,265,0.79
83925,WI,1998,1628,0.81
83950,WI,610,517,0.85
83975,WI,13607,11117,0.82
84000,WI,1338,1119,0.84
84025,WI,543,441,0.81
84075,WI,198,167,0.84
84100,WI,272,236,0.87
84225,WI,646,538,0.83
84250,WI,44760,36035,0.81
84275,WI,6561,5618,0.86
84325,WI,335,293,0.87
84350,WI,9149,7783,0.85
84375,WI,3500,2734,0.78
84400,WI,778,665,0.85
84425,WI,5131,4150,0.81
84450,WI,962,792,0.82
84475,WI,22851,17943,0.79
84500,WI,1545,1310,0.85
84525,WI,251,212,0.84
84550,WI,780,632,0.81
84625,WI,1002,766,0.76
84650,WI,903,748,0.83
84675,WI,35239,29010,0.82
84725,WI,371,290,0.78
84750,WI,265,206,0.78
84850,WI,291,236,0.81
84900,WI,1503,1316,0.88
84975,WI,366,281,0.77
85025,WI,390,323,0.83
85050,WI,440,342,0.78
85100,WI,224,199,0.89
85125,WI,322,254,0.79
85150,WI,336,276,0.82
85275,WI,2102,1732,0.82
85300,WI,36793,28591,0.78
85325,WI,1079,703,0.65
85350,WI,19901,16331,0.82
85375,WI,3574,3079,0.86
85450,WI,460,376,0.82
85475,WI,1424,1125,0.79
85575,WI,641,516,0.80
85600,WI,561,452,0.81
85625,WI,347,291,0.84
85650,WI,891,733,0.82
85675,WI,316,261,0.83
85775,WI,861,753,0.87
85850,WI,242,197,0.81
85875,WI,2186,1618,0.74
85925,WI,376,308,0.82
85975,WI,376,308,0.82
86025,WI,9350,7511,0.80
86050,WI,398,338,0.85
86100,WI,1498,1287,0.86
86125,WI,3349,2852,0.85
86275,WI,3340,2753,0.82
86350,WI,469,396,0.84
86400,WI,982,783,0.80
86425,WI,373,320,0.86
86450,WI,130,106,0.82
86500,WI,2223,1806,0.81
86525,WI,416,330,0.79
86537,WI,1865,1588,0.85
86575,WI,169,119,0.70
86700,WI,11058,9070,0.82
86725,WI,900,704,0.78
86750,WI,211,154,0.73
86775,WI,467,389,0.83
86800,WI,74,64,0.86
86850,WI,556,468,0.84
86900,WI,286,234,0.82
86925,WI,10004,6976,0.70
86950,WI,1074,877,0.82
86975,WI,1147,988,0.86
87025,WI,492,418,0.85
87075,WI,438,339,0.77
87125,WI,41,32,0.78
87175,WI,297,239,0.80
87200,WI,1912,1507,0.79
87225,WI,532,477,0.90
87250,WI,306,223,0.73
87275,WI,463,365,0.79
87375,WI,308,271,0.88
87400,WI,263,207,0.79
87425,WI,249,199,0.80
87450,WI,76,62,0.82
87475,WI,129,97,0.75
87500,WI,2618,2285,0.87
87525,WI,306,230,0.75
87550,WI,308,244,0.79
87600,WI,424,342,0.81
87650,WI,1333,1099,0.82
87700,WI,1448,1212,0.84
87725,WI,5068,4305,0.85
87775,WI,571,503,0.88
87800,WI,193,152,0.79
87900,WI,1679,1378,0.82
87925,WI,1801,1528,0.85
87975,WI,207,144,0.70
88000,WI,707,596,0.84
88050,WI,528,423,0.80
88150,WI,1579,1235,0.78
88200,WI,10570,8158,0.77
88275,WI,301,248,0.82
88300,WI,372,286,0.77
88325,WI,551,404,0.73
88350,WI,545,454,0.83
88450,WI,583,454,0.78
88475,WI,879,730,0.83
88500,WI,427,333,0.78
88525,WI,406,323,0.80
88575,WI,527,477,0.91
88625,WI,636,535,0.84
88775,WI,431,361,0.84
88825,WI,63,42,0.67
88850,WI,105,82,0.78
88875,WI,646,572,0.89
88900,WI,650,525,0.81
88950,WI,1570,1314,0.84
89000,WI,593,510,0.86
89025,WI,762,604,0.79
89100,WI,1189,1005,0.85
89125,WI,279,235,0.84
89150,WI,1778,1506,0.85
89175,WI,1474,1259,0.85
89250,WI,231,202,0.87
89275,WI,72,61,0.85
89300,WI,420,337,0.80
89325,WI,1155,964,0.83
